 >TARCYLCAP  cylinder with end-caps: Length= 97.3000 Diameter= 17.6000
     27008 = NAT
  1.000000  0.000000  0.000000 = A_1 vector
  0.000000  1.000000  0.000000 = A_2 vector
  1.000000  1.000000  1.000000 = lattice spacings (d_x,d_y,d_z)/d
 -49.00000  -0.50000  -0.50000 = lattice offset x0(1-3) = (x_TF,y_TF,z_TF)/d for dipole 0 0 0
     JA  IX  IY  IZ ICOMP(x,y,z)
   6133  22   0  -3 1 1 1
   6134  23   0  -3 1 1 1
   6135  24   0  -3 1 1 1
   6136  25   0  -3 1 1 1
   6137  26   0  -3 1 1 1
   6138  27   0  -3 1 1 1
   6139  28   0  -3 1 1 1
   6140  29   0  -3 1 1 1
   6141  30   0  -3 1 1 1
   6142  31   0  -3 1 1 1
   6143  32   0  -3 1 1 1
   6144  33   0  -3 1 1 1
   6145  34   0  -3 1 1 1
   6146  35   0  -3 1 1 1
   6147  36   0  -3 1 1 1
   6148  37   0  -3 1 1 1
   6149  38   0  -3 1 1 1
   6150  39   0  -3 1 1 1
   6151  40   0  -3 1 1 1
   6152  41   0  -3 1 1 1
   6153  42   0  -3 1 1 1
   6154  43   0  -3 1 1 1
   6155  44   0  -3 1 1 1
   6156  45   0  -3 1 1 1
   6157  46   0  -3 1 1 1
   6158  47   0  -3 1 1 1
   6159  48   0  -3 1 1 1
   6160  49   0  -3 1 1 1
   6161  50   0  -3 1 1 1
   6162  51   0  -3 1 1 1
   6163  52   0  -3 1 1 1
   6164  53   0  -3 1 1 1
   6165  54   0  -3 1 1 1
   6166  55   0  -3 1 1 1
   6167  56   0  -3 1 1 1
   6168  57   0  -3 1 1 1
   6169  58   0  -3 1 1 1
   6170  59   0  -3 1 1 1
   6171  60   0  -3 1 1 1
   6172  61   0  -3 1 1 1
   6173  62   0  -3 1 1 1
   6174  63   0  -3 1 1 1
   6175  64   0  -3 1 1 1
   6176  65   0  -3 1 1 1
   6177  66   0  -3 1 1 1
   6178  67   0  -3 1 1 1
   6179  68   0  -3 1 1 1
   6180  69   0  -3 1 1 1
   6181  70   0  -3 1 1 1
   6182  71   0  -3 1 1 1
   6183  72   0  -3 1 1 1
   6184  73   0  -3 1 1 1
   6185  74   0  -3 1 1 1
   6186  75   0  -3 1 1 1
   6187  76   0  -3 1 1 1
   6188  77   0  -3 1 1 1
   6189  78   0  -3 1 1 1
   6190  79   0  -3 1 1 1
   6191  80   0  -3 1 1 1
   6192  81   0  -3 1 1 1
   6193  82   0  -3 1 1 1
   6194  83   0  -3 1 1 1
   6195  84   0  -3 1 1 1
   6196  85   0  -3 1 1 1
   6197  86   0  -3 1 1 1
   6198  87   0  -3 1 1 1
   6199  88   0  -3 1 1 1
   6200  89   0  -3 1 1 1
   6201  90   0  -3 1 1 1
   6202  91   0  -3 1 1 1
   6203  92   0  -3 1 1 1
   6204  93   0  -3 1 1 1
   6205  94   0  -3 1 1 1
   6206  95   0  -3 1 1 1
   6207  96   0  -3 1 1 1
   6208  97   0  -3 1 1 1
   6209   1   1  -3 1 1 1
   6210   2   1  -3 1 1 1
   6211   3   1  -3 1 1 1
   6212   4   1  -3 1 1 1
   6213   5   1  -3 1 1 1
   6214   6   1  -3 1 1 1
   6215   7   1  -3 1 1 1
   6216   8   1  -3 1 1 1
   6217   9   1  -3 1 1 1
   6218  10   1  -3 1 1 1
   6219  11   1  -3 1 1 1
   6220  12   1  -3 1 1 1
   6221  13   1  -3 1 1 1
   6222  14   1  -3 1 1 1
   6223  15   1  -3 1 1 1
   6224  16   1  -3 1 1 1
   6225  17   1  -3 1 1 1
   6226  18   1  -3 1 1 1
   6227  19   1  -3 1 1 1
   6228  20   1  -3 1 1 1
   6229  21   1  -3 1 1 1
   6230  22   1  -3 1 1 1
   6231  23   1  -3 1 1 1
   6232  24   1  -3 1 1 1
   6233  25   1  -3 1 1 1
   6234  26   1  -3 1 1 1
   6235  27   1  -3 1 1 1
   6236  28   1  -3 1 1 1
   6237  29   1  -3 1 1 1
   6238  30   1  -3 1 1 1
   6239  31   1  -3 1 1 1
   6240  32   1  -3 1 1 1
   6241  33   1  -3 1 1 1
   6242  34   1  -3 1 1 1
   6243  35   1  -3 1 1 1
   6244  36   1  -3 1 1 1
   6245  37   1  -3 1 1 1
   6246  38   1  -3 1 1 1
   6247  39   1  -3 1 1 1
   6248  40   1  -3 1 1 1
   6249  41   1  -3 1 1 1
   6250  42   1  -3 1 1 1
   6251  43   1  -3 1 1 1
   6252  44   1  -3 1 1 1
   6253  45   1  -3 1 1 1
   6254  46   1  -3 1 1 1
   6255  47   1  -3 1 1 1
   6256  48   1  -3 1 1 1
   6257  49   1  -3 1 1 1
   6258  50   1  -3 1 1 1
   6259  51   1  -3 1 1 1
   6260  52   1  -3 1 1 1
   6261  53   1  -3 1 1 1
   6262  54   1  -3 1 1 1
   6263  55   1  -3 1 1 1
   6264  56   1  -3 1 1 1
   6265  57   1  -3 1 1 1
   6266  58   1  -3 1 1 1
   6267  59   1  -3 1 1 1
   6268  60   1  -3 1 1 1
   6269  61   1  -3 1 1 1
   6270  62   1  -3 1 1 1
   6271  63   1  -3 1 1 1
   6272  64   1  -3 1 1 1
   6273  65   1  -3 1 1 1
   6274  66   1  -3 1 1 1
   6275  67   1  -3 1 1 1
   6276  68   1  -3 1 1 1
   6277  69   1  -3 1 1 1
   6278  70   1  -3 1 1 1
   6279  71   1  -3 1 1 1
   6280  72   1  -3 1 1 1
   6281  73   1  -3 1 1 1
   6282  74   1  -3 1 1 1
   6283  75   1  -3 1 1 1
   6284  76   1  -3 1 1 1
   6285  77   1  -3 1 1 1
   6286  78   1  -3 1 1 1
   6287  79   1  -3 1 1 1
   6288  80   1  -3 1 1 1
   6289  81   1  -3 1 1 1
   6290  82   1  -3 1 1 1
   6291  83   1  -3 1 1 1
   6292  84   1  -3 1 1 1
   6293  85   1  -3 1 1 1
   6294  86   1  -3 1 1 1
   6295  87   1  -3 1 1 1
   6296  88   1  -3 1 1 1
   6297  89   1  -3 1 1 1
   6298  90   1  -3 1 1 1
   6299  91   1  -3 1 1 1
   6300  92   1  -3 1 1 1
   6301  93   1  -3 1 1 1
   6302  94   1  -3 1 1 1
   6303  95   1  -3 1 1 1
   6304  96   1  -3 1 1 1
   6305  97   1  -3 1 1 1
   6306   1   2  -3 1 1 1
   6307   2   2  -3 1 1 1
   6308   3   2  -3 1 1 1
   6309   4   2  -3 1 1 1
   6310   5   2  -3 1 1 1
   6311   6   2  -3 1 1 1
   6312   7   2  -3 1 1 1
   6313   8   2  -3 1 1 1
   6314   9   2  -3 1 1 1
   6315  10   2  -3 1 1 1
   6316  11   2  -3 1 1 1
   6317  12   2  -3 1 1 1
   6318  13   2  -3 1 1 1
   6319  14   2  -3 1 1 1
   6320  15   2  -3 1 1 1
   6321  16   2  -3 1 1 1
   6322  17   2  -3 1 1 1
   6323  18   2  -3 1 1 1
   6324  19   2  -3 1 1 1
   6325  20   2  -3 1 1 1
   6326  21   2  -3 1 1 1
   6327  22   2  -3 1 1 1
   6328  23   2  -3 1 1 1
   6329  24   2  -3 1 1 1
   6330  25   2  -3 1 1 1
   6331  26   2  -3 1 1 1
   6332  27   2  -3 1 1 1
   6333  28   2  -3 1 1 1
   6334  29   2  -3 1 1 1
   6335  30   2  -3 1 1 1
   6336  31   2  -3 1 1 1
   6337  32   2  -3 1 1 1
   6338  33   2  -3 1 1 1
   6339  34   2  -3 1 1 1
   6340  35   2  -3 1 1 1
   6341  36   2  -3 1 1 1
   6342  37   2  -3 1 1 1
   6343  38   2  -3 1 1 1
   6344  39   2  -3 1 1 1
   6345  40   2  -3 1 1 1
   6346  41   2  -3 1 1 1
   6347  42   2  -3 1 1 1
   6348  43   2  -3 1 1 1
   6349  44   2  -3 1 1 1
   6350  45   2  -3 1 1 1
   6351  46   2  -3 1 1 1
   6352  47   2  -3 1 1 1
   6353  48   2  -3 1 1 1
   6354  49   2  -3 1 1 1
   6355  50   2  -3 1 1 1
   6356  51   2  -3 1 1 1
   6357  52   2  -3 1 1 1
   6358  53   2  -3 1 1 1
   6359  54   2  -3 1 1 1
   6360  55   2  -3 1 1 1
   6361  56   2  -3 1 1 1
   6362  57   2  -3 1 1 1
   6363  58   2  -3 1 1 1
   6364  59   2  -3 1 1 1
   6365  60   2  -3 1 1 1
   6366  61   2  -3 1 1 1
   6367  62   2  -3 1 1 1
   6368  63   2  -3 1 1 1
   6369  64   2  -3 1 1 1
   6370  65   2  -3 1 1 1
   6371  66   2  -3 1 1 1
   6372  67   2  -3 1 1 1
   6373  68   2  -3 1 1 1
   6374  69   2  -3 1 1 1
   6375  70   2  -3 1 1 1
   6376  71   2  -3 1 1 1
   6377  72   2  -3 1 1 1
   6378  73   2  -3 1 1 1
   6379  74   2  -3 1 1 1
   6380  75   2  -3 1 1 1
   6381  76   2  -3 1 1 1
   6382  77   2  -3 1 1 1
   6383  78   2  -3 1 1 1
   6384  79   2  -3 1 1 1
   6385  80   2  -3 1 1 1
   6386  81   2  -3 1 1 1
   6387  82   2  -3 1 1 1
   6388  83   2  -3 1 1 1
   6389  84   2  -3 1 1 1
   6390  85   2  -3 1 1 1
   6391  86   2  -3 1 1 1
   6392  87   2  -3 1 1 1
   6393  88   2  -3 1 1 1
   6394  89   2  -3 1 1 1
   6395  90   2  -3 1 1 1
   6396  91   2  -3 1 1 1
   6397  92   2  -3 1 1 1
   6398  93   2  -3 1 1 1
   6399  94   2  -3 1 1 1
   6400  95   2  -3 1 1 1
   6401  96   2  -3 1 1 1
   6402  97   2  -3 1 1 1
   6403   1   3  -3 1 1 1
   6404   2   3  -3 1 1 1
   6405   3   3  -3 1 1 1
   6406   4   3  -3 1 1 1
   6407   5   3  -3 1 1 1
   6408   6   3  -3 1 1 1
   6409   7   3  -3 1 1 1
   6410   8   3  -3 1 1 1
   6411   9   3  -3 1 1 1
   6412  10   3  -3 1 1 1
   6413  11   3  -3 1 1 1
   6414  12   3  -3 1 1 1
   6415  13   3  -3 1 1 1
   6416  14   3  -3 1 1 1
   6417  15   3  -3 1 1 1
   6418  16   3  -3 1 1 1
   6419  17   3  -3 1 1 1
   6420  18   3  -3 1 1 1
   6421  19   3  -3 1 1 1
   6422  20   3  -3 1 1 1
   6423  21   3  -3 1 1 1
   6424  22   3  -3 1 1 1
   6425  23   3  -3 1 1 1
   6426  24   3  -3 1 1 1
   6427  25   3  -3 1 1 1
   6428  26   3  -3 1 1 1
   6429  27   3  -3 1 1 1
   6430  28   3  -3 1 1 1
   6431  29   3  -3 1 1 1
   6432  30   3  -3 1 1 1
   6433  31   3  -3 1 1 1
   6434  32   3  -3 1 1 1
   6435  33   3  -3 1 1 1
   6436  34   3  -3 1 1 1
   6437  35   3  -3 1 1 1
   6438  36   3  -3 1 1 1
   6439  37   3  -3 1 1 1
   6440  38   3  -3 1 1 1
   6441  39   3  -3 1 1 1
   6442  40   3  -3 1 1 1
   6443  41   3  -3 1 1 1
   6444  42   3  -3 1 1 1
   6445  43   3  -3 1 1 1
   6446  44   3  -3 1 1 1
   6447  45   3  -3 1 1 1
   6448  46   3  -3 1 1 1
   6449  47   3  -3 1 1 1
   6450  48   3  -3 1 1 1
   6451  49   3  -3 1 1 1
   6452  50   3  -3 1 1 1
   6453  51   3  -3 1 1 1
   6454  52   3  -3 1 1 1
   6455  53   3  -3 1 1 1
   6456  54   3  -3 1 1 1
   6457  55   3  -3 1 1 1
   6458  56   3  -3 1 1 1
   6459  57   3  -3 1 1 1
   6460  58   3  -3 1 1 1
   6461  59   3  -3 1 1 1
   6462  60   3  -3 1 1 1
   6463  61   3  -3 1 1 1
   6464  62   3  -3 1 1 1
   6465  63   3  -3 1 1 1
   6466  64   3  -3 1 1 1
   6467  65   3  -3 1 1 1
   6468  66   3  -3 1 1 1
   6469  67   3  -3 1 1 1
   6470  68   3  -3 1 1 1
   6471  69   3  -3 1 1 1
   6472  70   3  -3 1 1 1
   6473  71   3  -3 1 1 1
   6474  72   3  -3 1 1 1
   6475  73   3  -3 1 1 1
   6476  74   3  -3 1 1 1
   6477  75   3  -3 1 1 1
   6478  76   3  -3 1 1 1
   6479  77   3  -3 1 1 1
   6480  78   3  -3 1 1 1
   6481  79   3  -3 1 1 1
   6482  80   3  -3 1 1 1
   6483  81   3  -3 1 1 1
   6484  82   3  -3 1 1 1
   6485  83   3  -3 1 1 1
   6486  84   3  -3 1 1 1
   6487  85   3  -3 1 1 1
   6488  86   3  -3 1 1 1
   6489  87   3  -3 1 1 1
   6490  88   3  -3 1 1 1
   6491  89   3  -3 1 1 1
   6492  90   3  -3 1 1 1
   6493  91   3  -3 1 1 1
   6494  92   3  -3 1 1 1
   6495  93   3  -3 1 1 1
   6496  94   3  -3 1 1 1
   6497  95   3  -3 1 1 1
   6498  96   3  -3 1 1 1
   6499  97   3  -3 1 1 1
   6500   1   4  -3 1 1 1
   6501   2   4  -3 1 1 1
   6502   3   4  -3 1 1 1
   6503   4   4  -3 1 1 1
   6504   5   4  -3 1 1 1
   6505   6   4  -3 1 1 1
   6506   7   4  -3 1 1 1
   6507   8   4  -3 1 1 1
   6508   9   4  -3 1 1 1
   6509  10   4  -3 1 1 1
   6510  11   4  -3 1 1 1
   6511  12   4  -3 1 1 1
   6512  13   4  -3 1 1 1
   6513  14   4  -3 1 1 1
   6514  15   4  -3 1 1 1
   6515  16   4  -3 1 1 1
   6516  17   4  -3 1 1 1
   6517  18   4  -3 1 1 1
   6518  19   4  -3 1 1 1
   6519  20   4  -3 1 1 1
   6520  21   4  -3 1 1 1
   6521  22   4  -3 1 1 1
   6522  23   4  -3 1 1 1
   6523  24   4  -3 1 1 1
   6524  25   4  -3 1 1 1
   6525  26   4  -3 1 1 1
   6526  27   4  -3 1 1 1
   6527  28   4  -3 1 1 1
   6528  29   4  -3 1 1 1
   6529  30   4  -3 1 1 1
   6530  31   4  -3 1 1 1
   6531  32   4  -3 1 1 1
   6532  33   4  -3 1 1 1
   6533  34   4  -3 1 1 1
   6534  35   4  -3 1 1 1
   6535  36   4  -3 1 1 1
   6536  37   4  -3 1 1 1
   6537  38   4  -3 1 1 1
   6538  39   4  -3 1 1 1
   6539  40   4  -3 1 1 1
   6540  41   4  -3 1 1 1
   6541  42   4  -3 1 1 1
   6542  43   4  -3 1 1 1
   6543  44   4  -3 1 1 1
   6544  45   4  -3 1 1 1
   6545  46   4  -3 1 1 1
   6546  47   4  -3 1 1 1
   6547  48   4  -3 1 1 1
   6548  49   4  -3 1 1 1
   6549  50   4  -3 1 1 1
   6550  51   4  -3 1 1 1
   6551  52   4  -3 1 1 1
   6552  53   4  -3 1 1 1
   6553  54   4  -3 1 1 1
   6554  55   4  -3 1 1 1
   6555  56   4  -3 1 1 1
   6556  57   4  -3 1 1 1
   6557  58   4  -3 1 1 1
   6558  59   4  -3 1 1 1
   6559  60   4  -3 1 1 1
   6560  61   4  -3 1 1 1
   6561  62   4  -3 1 1 1
   6562  63   4  -3 1 1 1
   6563  64   4  -3 1 1 1
   6564  65   4  -3 1 1 1
   6565  66   4  -3 1 1 1
   6566  67   4  -3 1 1 1
   6567  68   4  -3 1 1 1
   6568  69   4  -3 1 1 1
   6569  70   4  -3 1 1 1
   6570  71   4  -3 1 1 1
   6571  72   4  -3 1 1 1
   6572  73   4  -3 1 1 1
   6573  74   4  -3 1 1 1
   6574  75   4  -3 1 1 1
   6575  76   4  -3 1 1 1
   6576  77   4  -3 1 1 1
   6577  78   4  -3 1 1 1
   6578  79   4  -3 1 1 1
   6579  80   4  -3 1 1 1
   6580  81   4  -3 1 1 1
   6581  82   4  -3 1 1 1
   6582  83   4  -3 1 1 1
   6583  84   4  -3 1 1 1
   6584  85   4  -3 1 1 1
   6585  86   4  -3 1 1 1
   6586  87   4  -3 1 1 1
   6587  88   4  -3 1 1 1
   6588  89   4  -3 1 1 1
   6589  90   4  -3 1 1 1
   6590  91   4  -3 1 1 1
   6591  92   4  -3 1 1 1
   6592  93   4  -3 1 1 1
   6593  94   4  -3 1 1 1
   6594  95   4  -3 1 1 1
   6595  96   4  -3 1 1 1
   6596  97   4  -3 1 1 1
   6597   1   5  -3 1 1 1
   6598   2   5  -3 1 1 1
   6599   3   5  -3 1 1 1
   6600   4   5  -3 1 1 1
   6601   5   5  -3 1 1 1
   6602   6   5  -3 1 1 1
   6603   7   5  -3 1 1 1
   6604   8   5  -3 1 1 1
   6605   9   5  -3 1 1 1
   6606  10   5  -3 1 1 1
   6607  11   5  -3 1 1 1
   6608  12   5  -3 1 1 1
   6609  13   5  -3 1 1 1
   6610  14   5  -3 1 1 1
   6611  15   5  -3 1 1 1
   6612  16   5  -3 1 1 1
   6613  17   5  -3 1 1 1
   6614  18   5  -3 1 1 1
   6615  19   5  -3 1 1 1
   6616  20   5  -3 1 1 1
   6617  21   5  -3 1 1 1
   6618  22   5  -3 1 1 1
   6619  23   5  -3 1 1 1
   6620  24   5  -3 1 1 1
   6621  25   5  -3 1 1 1
   6622  26   5  -3 1 1 1
   6623  27   5  -3 1 1 1
   6624  28   5  -3 1 1 1
   6625  29   5  -3 1 1 1
   6626  30   5  -3 1 1 1
   6627  31   5  -3 1 1 1
   6628  32   5  -3 1 1 1
   6629  33   5  -3 1 1 1
   6630  34   5  -3 1 1 1
   6631  35   5  -3 1 1 1
   6632  36   5  -3 1 1 1
   6633  37   5  -3 1 1 1
   6634  38   5  -3 1 1 1
   6635  39   5  -3 1 1 1
   6636  40   5  -3 1 1 1
   6637  41   5  -3 1 1 1
   6638  42   5  -3 1 1 1
   6639  43   5  -3 1 1 1
   6640  44   5  -3 1 1 1
   6641  45   5  -3 1 1 1
   6642  46   5  -3 1 1 1
   6643  47   5  -3 1 1 1
   6644  48   5  -3 1 1 1
   6645  49   5  -3 1 1 1
   6646  50   5  -3 1 1 1
   6647  51   5  -3 1 1 1
   6648  52   5  -3 1 1 1
   6649  53   5  -3 1 1 1
   6650  54   5  -3 1 1 1
   6651  55   5  -3 1 1 1
   6652  56   5  -3 1 1 1
   6653  57   5  -3 1 1 1
   6654  58   5  -3 1 1 1
   6655  59   5  -3 1 1 1
   6656  60   5  -3 1 1 1
   6657  61   5  -3 1 1 1
   6658  62   5  -3 1 1 1
   6659  63   5  -3 1 1 1
   6660  64   5  -3 1 1 1
   6661  65   5  -3 1 1 1
   6662  66   5  -3 1 1 1
   6663  67   5  -3 1 1 1
   6664  68   5  -3 1 1 1
   6665  69   5  -3 1 1 1
   6666  70   5  -3 1 1 1
   6667  71   5  -3 1 1 1
   6668  72   5  -3 1 1 1
   6669  73   5  -3 1 1 1
   6670  74   5  -3 1 1 1
   6671  75   5  -3 1 1 1
   6672  76   5  -3 1 1 1
   6673  77   5  -3 1 1 1
   6674  78   5  -3 1 1 1
   6675  79   5  -3 1 1 1
   6676  80   5  -3 1 1 1
   6677  81   5  -3 1 1 1
   6678  82   5  -3 1 1 1
   6679  83   5  -3 1 1 1
   6680  84   5  -3 1 1 1
   6681  85   5  -3 1 1 1
   6682  86   5  -3 1 1 1
   6683  87   5  -3 1 1 1
   6684  88   5  -3 1 1 1
   6685  89   5  -3 1 1 1
   6686  90   5  -3 1 1 1
   6687  91   5  -3 1 1 1
   6688  92   5  -3 1 1 1
   6689  93   5  -3 1 1 1
   6690  94   5  -3 1 1 1
   6691  95   5  -3 1 1 1
   6692  96   5  -3 1 1 1
   6693  97   5  -3 1 1 1
   6694   1   6  -3 1 1 1
   6695   2   6  -3 1 1 1
   6696   3   6  -3 1 1 1
   6697   4   6  -3 1 1 1
   6698   5   6  -3 1 1 1
   6699   6   6  -3 1 1 1
   6700   7   6  -3 1 1 1
   6701   8   6  -3 1 1 1
   6702   9   6  -3 1 1 1
   6703  10   6  -3 1 1 1
   6704  11   6  -3 1 1 1
   6705  12   6  -3 1 1 1
   6706  13   6  -3 1 1 1
   6707  14   6  -3 1 1 1
   6708  15   6  -3 1 1 1
   6709  16   6  -3 1 1 1
   6710  17   6  -3 1 1 1
   6711  18   6  -3 1 1 1
   6712  19   6  -3 1 1 1
   6713  20   6  -3 1 1 1
   6714  21   6  -3 1 1 1
   6715  22   6  -3 1 1 1
   6716  23   6  -3 1 1 1
   6717  24   6  -3 1 1 1
   6718  25   6  -3 1 1 1
   6719  26   6  -3 1 1 1
   6720  27   6  -3 1 1 1
   6721  28   6  -3 1 1 1
   6722  29   6  -3 1 1 1
   6723  30   6  -3 1 1 1
   6724  31   6  -3 1 1 1
   6725  32   6  -3 1 1 1
   6726  33   6  -3 1 1 1
   6727  34   6  -3 1 1 1
   6728  35   6  -3 1 1 1
   6729  36   6  -3 1 1 1
   6730  37   6  -3 1 1 1
   6731  38   6  -3 1 1 1
   6732  39   6  -3 1 1 1
   6733  40   6  -3 1 1 1
   6734  41   6  -3 1 1 1
   6735  42   6  -3 1 1 1
   6736  43   6  -3 1 1 1
   6737  44   6  -3 1 1 1
   6738  45   6  -3 1 1 1
   6739  46   6  -3 1 1 1
   6740  47   6  -3 1 1 1
   6741  48   6  -3 1 1 1
   6742  49   6  -3 1 1 1
   6743  50   6  -3 1 1 1
   6744  51   6  -3 1 1 1
   6745  52   6  -3 1 1 1
   6746  53   6  -3 1 1 1
   6747  54   6  -3 1 1 1
   6748  55   6  -3 1 1 1
   6749  56   6  -3 1 1 1
   6750  57   6  -3 1 1 1
   6751  58   6  -3 1 1 1
   6752  59   6  -3 1 1 1
   6753  60   6  -3 1 1 1
   6754  61   6  -3 1 1 1
   6755  62   6  -3 1 1 1
   6756  63   6  -3 1 1 1
   6757  64   6  -3 1 1 1
   6758  65   6  -3 1 1 1
   6759  66   6  -3 1 1 1
   6760  67   6  -3 1 1 1
   6761  68   6  -3 1 1 1
   6762  69   6  -3 1 1 1
   6763  70   6  -3 1 1 1
   6764  71   6  -3 1 1 1
   6765  72   6  -3 1 1 1
   6766  73   6  -3 1 1 1
   6767  74   6  -3 1 1 1
   6768  75   6  -3 1 1 1
   6769  76   6  -3 1 1 1
   6770  77   6  -3 1 1 1
   6771  78   6  -3 1 1 1
   6772  79   6  -3 1 1 1
   6773  80   6  -3 1 1 1
   6774  81   6  -3 1 1 1
   6775  82   6  -3 1 1 1
   6776  83   6  -3 1 1 1
   6777  84   6  -3 1 1 1
   6778  85   6  -3 1 1 1
   6779  86   6  -3 1 1 1
   6780  87   6  -3 1 1 1
   6781  88   6  -3 1 1 1
   6782  89   6  -3 1 1 1
   6783  90   6  -3 1 1 1
   6784  91   6  -3 1 1 1
   6785  92   6  -3 1 1 1
   6786  93   6  -3 1 1 1
   6787  94   6  -3 1 1 1
   6788  95   6  -3 1 1 1
   6789  96   6  -3 1 1 1
   6790  97   6  -3 1 1 1
   6791   1   7  -3 1 1 1
   6792   2   7  -3 1 1 1
   6793   3   7  -3 1 1 1
   6794   4   7  -3 1 1 1
   6795   5   7  -3 1 1 1
   6796   6   7  -3 1 1 1
   6797   7   7  -3 1 1 1
   6798   8   7  -3 1 1 1
   6799   9   7  -3 1 1 1
   6800  10   7  -3 1 1 1
   6801  11   7  -3 1 1 1
   6802  12   7  -3 1 1 1
   6803  13   7  -3 1 1 1
   6804  14   7  -3 1 1 1
   6805  15   7  -3 1 1 1
   6806  16   7  -3 1 1 1
   6807  17   7  -3 1 1 1
   6808  18   7  -3 1 1 1
   6809  19   7  -3 1 1 1
   6810  20   7  -3 1 1 1
   6811  21   7  -3 1 1 1
   6812  22   7  -3 1 1 1
   6813  23   7  -3 1 1 1
   6814  24   7  -3 1 1 1
   6815  25   7  -3 1 1 1
   6816  26   7  -3 1 1 1
   6817  27   7  -3 1 1 1
   6818  28   7  -3 1 1 1
   6819  29   7  -3 1 1 1
   6820  30   7  -3 1 1 1
   6821  31   7  -3 1 1 1
   6822  32   7  -3 1 1 1
   6823  33   7  -3 1 1 1
   6824  34   7  -3 1 1 1
   6825  35   7  -3 1 1 1
   6826  36   7  -3 1 1 1
   6827  37   7  -3 1 1 1
   6828  38   7  -3 1 1 1
   6829  39   7  -3 1 1 1
   6830  40   7  -3 1 1 1
   6831  41   7  -3 1 1 1
   6832  42   7  -3 1 1 1
   6833  43   7  -3 1 1 1
   6834  44   7  -3 1 1 1
   6835  45   7  -3 1 1 1
   6836  46   7  -3 1 1 1
   6837  47   7  -3 1 1 1
   6838  48   7  -3 1 1 1
   6839  49   7  -3 1 1 1
   6840  50   7  -3 1 1 1
   6841  51   7  -3 1 1 1
   6842  52   7  -3 1 1 1
   6843  53   7  -3 1 1 1
   6844  54   7  -3 1 1 1
   6845  55   7  -3 1 1 1
   6846  56   7  -3 1 1 1
   6847  57   7  -3 1 1 1
   6848  58   7  -3 1 1 1
   6849  59   7  -3 1 1 1
   6850  60   7  -3 1 1 1
   6851  61   7  -3 1 1 1
   6852  62   7  -3 1 1 1
   6853  63   7  -3 1 1 1
   6854  64   7  -3 1 1 1
   6855  65   7  -3 1 1 1
   6856  66   7  -3 1 1 1
   6857  67   7  -3 1 1 1
   6858  68   7  -3 1 1 1
   6859  69   7  -3 1 1 1
   6860  70   7  -3 1 1 1
   6861  71   7  -3 1 1 1
   6862  72   7  -3 1 1 1
   6863  73   7  -3 1 1 1
   6864  74   7  -3 1 1 1
   6865  75   7  -3 1 1 1
   6866  76   7  -3 1 1 1
   6867  77   7  -3 1 1 1
   6868  78   7  -3 1 1 1
   6869  79   7  -3 1 1 1
   6870  80   7  -3 1 1 1
   6871  81   7  -3 1 1 1
   6872  82   7  -3 1 1 1
   6873  83   7  -3 1 1 1
   6874  84   7  -3 1 1 1
   6875  85   7  -3 1 1 1
   6876  86   7  -3 1 1 1
   6877  87   7  -3 1 1 1
   6878  88   7  -3 1 1 1
   6879  89   7  -3 1 1 1
   6880  90   7  -3 1 1 1
   6881  91   7  -3 1 1 1
   6882  92   7  -3 1 1 1
   6883  93   7  -3 1 1 1
   6884  94   7  -3 1 1 1
   6885  95   7  -3 1 1 1
   6886  96   7  -3 1 1 1
   6887  97   7  -3 1 1 1
   6888   1   8  -3 1 1 1
   6889   2   8  -3 1 1 1
   6890   3   8  -3 1 1 1
   6891   4   8  -3 1 1 1
   6892   5   8  -3 1 1 1
   6893   6   8  -3 1 1 1
   6894   7   8  -3 1 1 1
   6895   8   8  -3 1 1 1
   6896   9   8  -3 1 1 1
   6897  10   8  -3 1 1 1
   6898  11   8  -3 1 1 1
   6899  12   8  -3 1 1 1
   6900  13   8  -3 1 1 1
   6901  14   8  -3 1 1 1
   6902  15   8  -3 1 1 1
   6903  16   8  -3 1 1 1
   6904  17   8  -3 1 1 1
   6905  18   8  -3 1 1 1
   6906  19   8  -3 1 1 1
   6907  20   8  -3 1 1 1
   6908  21   8  -3 1 1 1
   6909  22   8  -3 1 1 1
   6910  23   8  -3 1 1 1
   6911  24   8  -3 1 1 1
   6912  25   8  -3 1 1 1
   6913  26   8  -3 1 1 1
   6914  27   8  -3 1 1 1
   6915  28   8  -3 1 1 1
   6916  29   8  -3 1 1 1
   6917  30   8  -3 1 1 1
   6918  31   8  -3 1 1 1
   6919  32   8  -3 1 1 1
   6920  33   8  -3 1 1 1
   6921  34   8  -3 1 1 1
   6922  35   8  -3 1 1 1
   6923  36   8  -3 1 1 1
   6924  37   8  -3 1 1 1
   6925  38   8  -3 1 1 1
   6926  39   8  -3 1 1 1
   6927  40   8  -3 1 1 1
   6928  41   8  -3 1 1 1
   6929  42   8  -3 1 1 1
   6930  43   8  -3 1 1 1
   6931  44   8  -3 1 1 1
   6932  45   8  -3 1 1 1
   6933  46   8  -3 1 1 1
   6934  47   8  -3 1 1 1
   6935  48   8  -3 1 1 1
   6936  49   8  -3 1 1 1
   6937  50   8  -3 1 1 1
   6938  51   8  -3 1 1 1
   6939  52   8  -3 1 1 1
   6940  53   8  -3 1 1 1
   6941  54   8  -3 1 1 1
   6942  55   8  -3 1 1 1
