lamda	real	imag
0.270000	-1.571040	0.140300
0.280000	-1.861458	0.156458
0.290000	-2.162375	0.173809
0.300000	-2.473786	0.192396
0.310000	-2.795682	0.212261
0.320000	-3.128058	0.233445
0.330000	-3.470905	0.255991
0.340000	-3.824218	0.279942
0.350000	-4.187987	0.305338
0.360000	-4.562205	0.332222
0.370000	-4.946864	0.360635
0.380000	-5.341956	0.390620
0.390000	-5.747472	0.422218
0.400000	-6.163403	0.455471
0.410000	-6.589740	0.490421
0.420000	-7.026475	0.527108
0.430000	-7.473597	0.565575
0.440000	-7.931097	0.605863
0.450000	-8.398965	0.648014
0.460000	-8.877191	0.692068
0.470000	-9.365765	0.738067
0.480000	-9.864676	0.786052
0.490000	-10.373914	0.836064
0.500000	-10.893467	0.888144
0.510000	-11.423324	0.942333
0.520000	-11.963475	0.998673
0.530000	-12.513906	1.057203
0.540000	-13.074607	1.117965
0.550000	-13.645566	1.180998
0.560000	-14.226769	1.246345
0.570000	-14.818206	1.314044
0.580000	-15.419862	1.384137
0.590000	-16.031726	1.456664
0.600000	-16.653783	1.531665
0.610000	-17.286022	1.609181
0.620000	-17.928427	1.689250
0.630000	-18.580987	1.771914
0.640000	-19.243685	1.857212
0.650000	-19.916510	1.945183
0.660000	-20.599445	2.035868
0.670000	-21.292477	2.129306
0.680000	-21.995591	2.225537
0.690000	-22.708771	2.324599
0.700000	-23.432004	2.426533
0.710000	-24.165272	2.531377
0.720000	-24.908562	2.639171
0.730000	-25.661856	2.749953
0.740000	-26.425140	2.863762
0.750000	-27.198396	2.980638
0.760000	-27.981609	3.100618
0.770000	-28.774762	3.223741
0.780000	-29.577838	3.350046
0.790000	-30.390821	3.479571
0.800000	-31.213692	3.612355
0.810000	-32.046436	3.748434
0.820000	-32.889033	3.887848
0.830000	-33.741468	4.030634
0.840000	-34.603720	4.176830
0.850000	-35.475774	4.326474
0.860000	-36.357609	4.479603
0.870000	-37.249209	4.636254
0.880000	-38.150553	4.796465
0.890000	-39.061624	4.960273
0.900000	-39.982402	5.127714
0.910000	-40.912868	5.298827
0.920000	-41.853003	5.473647
0.930000	-42.802786	5.652211
0.940000	-43.762199	5.834556
0.950000	-44.731221	6.020719
0.960000	-45.709832	6.210734
0.970000	-46.698012	6.404639
0.980000	-47.695741	6.602470
0.990000	-48.702997	6.804262
1.000000	-49.719760	7.010051
1.010000	-50.746009	7.219873
1.020000	-51.781722	7.433762
1.030000	-52.826879	7.651755
1.040000	-53.881458	7.873887
1.050000	-54.945437	8.100193
1.060000	-56.018794	8.330707
1.070000	-57.101507	8.565464
1.080000	-58.193554	8.804499
1.090000	-59.294913	9.047846
1.100000	-60.405561	9.295540
1.110000	-61.525476	9.547615
1.120000	-62.654634	9.804104
1.130000	-63.793012	10.065043
1.140000	-64.940588	10.330463
1.150000	-66.097339	10.600400
1.160000	-67.263239	10.874886
1.170000	-68.438267	11.153955
1.180000	-69.622397	11.437640
1.190000	-70.815607	11.725974
1.200000	-72.017872	12.018989
