lamda	real	imag
0.270000	-1.550947	0.138240
0.280000	-1.843045	0.154161
0.290000	-2.145706	0.171258
0.300000	-2.458924	0.189573
0.310000	-2.782691	0.209147
0.320000	-3.117002	0.230021
0.330000	-3.461849	0.252238
0.340000	-3.817225	0.275839
0.350000	-4.183122	0.300864
0.360000	-4.559534	0.327356
0.370000	-4.946451	0.355355
0.380000	-5.343867	0.384903
0.390000	-5.751773	0.416041
0.400000	-6.170160	0.448810
0.410000	-6.599019	0.483252
0.420000	-7.038343	0.519406
0.430000	-7.488121	0.557315
0.440000	-7.948345	0.597018
0.450000	-8.419004	0.638557
0.460000	-8.900090	0.681973
0.470000	-9.391592	0.727305
0.480000	-9.893499	0.774596
0.490000	-10.405803	0.823885
0.500000	-10.928491	0.875213
0.510000	-11.461554	0.928620
0.520000	-12.004979	0.984147
0.530000	-12.558757	1.041834
0.540000	-13.122875	1.101720
0.550000	-13.697322	1.163847
0.560000	-14.282086	1.228255
0.570000	-14.877156	1.294982
0.580000	-15.482518	1.364070
0.590000	-16.098160	1.435558
0.600000	-16.724070	1.509485
0.610000	-17.360235	1.585891
0.620000	-18.006641	1.664817
0.630000	-18.663277	1.746300
0.640000	-19.330127	1.830382
0.650000	-20.007178	1.917100
0.660000	-20.694417	2.006495
0.670000	-21.391830	2.098605
0.680000	-22.099401	2.193470
0.690000	-22.817118	2.291127
0.700000	-23.544964	2.391617
0.710000	-24.282926	2.494978
0.720000	-25.030987	2.601248
0.730000	-25.789134	2.710467
0.740000	-26.557350	2.822672
0.750000	-27.335620	2.937901
0.760000	-28.123928	3.056194
0.770000	-28.922258	3.177588
0.780000	-29.730594	3.302122
0.790000	-30.548919	3.429832
0.800000	-31.377217	3.560758
0.810000	-32.215471	3.694936
0.820000	-33.063664	3.832405
0.830000	-33.921779	3.973202
0.840000	-34.789799	4.117364
0.850000	-35.667706	4.264928
0.860000	-36.555482	4.415932
0.870000	-37.453110	4.570413
0.880000	-38.360571	4.728408
0.890000	-39.277847	4.889953
0.900000	-40.204920	5.055085
0.910000	-41.141772	5.223841
0.920000	-42.088382	5.396257
0.930000	-43.044733	5.572370
0.940000	-44.010806	5.752215
0.950000	-44.986580	5.935829
0.960000	-45.972037	6.123249
0.970000	-46.967156	6.314508
0.980000	-47.971919	6.509645
0.990000	-48.986304	6.708693
1.000000	-50.010292	6.911688
1.010000	-51.043863	7.118667
1.020000	-52.086995	7.329663
1.030000	-53.139669	7.544712
1.040000	-54.201863	7.763850
1.050000	-55.273556	7.987110
1.060000	-56.354728	8.214527
1.070000	-57.445356	8.446137
1.080000	-58.545420	8.681972
1.090000	-59.654897	8.922069
1.100000	-60.773766	9.166460
1.110000	-61.902004	9.415180
1.120000	-63.039591	9.668263
1.130000	-64.186502	9.925741
1.140000	-65.342717	10.187650
1.150000	-66.508211	10.454022
1.160000	-67.682963	10.724891
1.170000	-68.866950	11.000289
1.180000	-70.060147	11.280250
1.190000	-71.262533	11.564806
1.200000	-72.474084	11.853991
