lamda	real	imag
0.270000	-1.511323	0.074140
0.280000	-1.800158	0.082685
0.290000	-2.099479	0.091861
0.300000	-2.409284	0.101692
0.310000	-2.729571	0.112201
0.320000	-3.060339	0.123409
0.330000	-3.401584	0.135339
0.340000	-3.753306	0.148014
0.350000	-4.115501	0.161457
0.360000	-4.488168	0.175688
0.370000	-4.871304	0.190733
0.380000	-5.264908	0.206611
0.390000	-5.668975	0.223347
0.400000	-6.083505	0.240962
0.410000	-6.508495	0.259479
0.420000	-6.943941	0.278920
0.430000	-7.389841	0.299308
0.440000	-7.846193	0.320665
0.450000	-8.312994	0.343013
0.460000	-8.790240	0.366375
0.470000	-9.277929	0.390774
0.480000	-9.776058	0.416231
0.490000	-10.284624	0.442769
0.500000	-10.803624	0.470411
0.510000	-11.333054	0.499178
0.520000	-11.872911	0.529093
0.530000	-12.423192	0.560178
0.540000	-12.983894	0.592456
0.550000	-13.555012	0.625948
0.560000	-14.136545	0.660678
0.570000	-14.728487	0.696666
0.580000	-15.330836	0.733937
0.590000	-15.943587	0.772511
0.600000	-16.566737	0.812411
0.610000	-17.200282	0.853659
0.620000	-17.844219	0.896278
0.630000	-18.498543	0.940289
0.640000	-19.163250	0.985715
0.650000	-19.838336	1.032578
0.660000	-20.523797	1.080900
0.670000	-21.219630	1.130703
0.680000	-21.925828	1.182009
0.690000	-22.642389	1.234840
0.700000	-23.369308	1.289219
0.710000	-24.106580	1.345167
0.720000	-24.854201	1.402706
0.730000	-25.612166	1.461859
0.740000	-26.380471	1.522648
0.750000	-27.159112	1.585094
0.760000	-27.948082	1.649219
0.770000	-28.747377	1.715045
0.780000	-29.556994	1.782595
0.790000	-30.376925	1.851890
0.800000	-31.207167	1.922953
0.810000	-32.047715	1.995804
0.820000	-32.898563	2.070466
0.830000	-33.759706	2.146961
0.840000	-34.631140	2.225310
0.850000	-35.512857	2.305536
0.860000	-36.404854	2.387660
0.870000	-37.307125	2.471703
0.880000	-38.219664	2.557689
0.890000	-39.142465	2.645638
0.900000	-40.075524	2.735571
0.910000	-41.018834	2.827512
0.920000	-41.972389	2.921481
0.930000	-42.936185	3.017500
0.940000	-43.910214	3.115591
0.950000	-44.894472	3.215776
0.960000	-45.888951	3.318075
0.970000	-46.893647	3.422511
0.980000	-47.908552	3.529104
0.990000	-48.933661	3.637878
1.000000	-49.968968	3.748852
1.010000	-51.014466	3.862049
1.020000	-52.070148	3.977490
1.030000	-53.136009	4.095197
1.040000	-54.212042	4.215190
1.050000	-55.298241	4.337491
1.060000	-56.394598	4.462122
1.070000	-57.501108	4.589104
1.080000	-58.617763	4.718459
1.090000	-59.744556	4.850207
1.100000	-60.881482	4.984369
1.110000	-62.028533	5.120968
1.120000	-63.185702	5.260024
1.130000	-64.352981	5.401558
1.140000	-65.530365	5.545593
1.150000	-66.717846	5.692147
1.160000	-67.915416	5.841244
1.170000	-69.123069	5.992904
1.180000	-70.340797	6.147148
1.190000	-71.568593	6.303997
1.200000	-72.806450	6.463472
