lamda	real	imag
0.270000	-1.711142	0.037673
0.280000	-1.977352	0.042016
0.290000	-2.253237	0.046680
0.300000	-2.538797	0.051677
0.310000	-2.834032	0.057018
0.320000	-3.138941	0.062715
0.330000	-3.453523	0.068780
0.340000	-3.777777	0.075223
0.350000	-4.111704	0.082056
0.360000	-4.455303	0.089292
0.370000	-4.808572	0.096940
0.380000	-5.171512	0.105013
0.390000	-5.544121	0.113522
0.400000	-5.926399	0.122479
0.410000	-6.318345	0.131895
0.420000	-6.719958	0.141781
0.430000	-7.131238	0.152150
0.440000	-7.552184	0.163011
0.450000	-7.982795	0.174378
0.460000	-8.423070	0.186261
0.470000	-8.873009	0.198671
0.480000	-9.332610	0.211621
0.490000	-9.801873	0.225121
0.500000	-10.280797	0.239184
0.510000	-10.769381	0.253820
0.520000	-11.267624	0.269041
0.530000	-11.775525	0.284858
0.540000	-12.293083	0.301283
0.550000	-12.820298	0.318327
0.560000	-13.357167	0.336002
0.570000	-13.903691	0.354320
0.580000	-14.459868	0.373290
0.590000	-15.025697	0.392926
0.600000	-15.601177	0.413238
0.610000	-16.186307	0.434238
0.620000	-16.781086	0.455938
0.630000	-17.385513	0.478347
0.640000	-17.999586	0.501479
0.650000	-18.623305	0.525345
0.660000	-19.256669	0.549955
0.670000	-19.899675	0.575322
0.680000	-20.552323	0.601456
0.690000	-21.214613	0.628370
0.700000	-21.886541	0.656074
0.710000	-22.568108	0.684580
0.720000	-23.259312	0.713899
0.730000	-23.960151	0.744043
0.740000	-24.670625	0.775023
0.750000	-25.390732	0.806851
0.760000	-26.120470	0.839537
0.770000	-26.859839	0.873094
0.780000	-27.608836	0.907532
0.790000	-28.367462	0.942864
0.800000	-29.135713	0.979100
0.810000	-29.913589	1.016251
0.820000	-30.701088	1.054330
0.830000	-31.498209	1.093347
0.840000	-32.304950	1.133314
0.850000	-33.121310	1.174242
0.860000	-33.947287	1.216143
0.870000	-34.782880	1.259028
0.880000	-35.628086	1.302908
0.890000	-36.482906	1.347795
0.900000	-37.347336	1.393699
0.910000	-38.221376	1.440633
0.920000	-39.105023	1.488608
0.930000	-39.998276	1.537635
0.940000	-40.901134	1.587725
0.950000	-41.813594	1.638890
0.960000	-42.735655	1.691140
0.970000	-43.667316	1.744488
0.980000	-44.608574	1.798945
0.990000	-45.559428	1.854521
1.000000	-46.519875	1.911229
1.010000	-47.489915	1.969080
1.020000	-48.469545	2.028084
1.030000	-49.458764	2.088253
1.040000	-50.457570	2.149599
1.050000	-51.465960	2.212133
1.060000	-52.483933	2.275865
1.070000	-53.511487	2.340808
1.080000	-54.548621	2.406973
1.090000	-55.595331	2.474371
1.100000	-56.651617	2.543012
1.110000	-57.717476	2.612910
1.120000	-58.792907	2.684074
1.130000	-59.877906	2.756515
1.140000	-60.972473	2.830247
1.150000	-62.076605	2.905278
1.160000	-63.190300	2.981622
1.170000	-64.313557	3.059288
1.180000	-65.446372	3.138288
1.190000	-66.588744	3.218635
1.200000	-67.740671	3.300337
