lamda	real	imag
0.270000	-1.672389	0.074467
0.280000	-1.946344	0.083049
0.290000	-2.230243	0.092265
0.300000	-2.524083	0.102139
0.310000	-2.827863	0.112694
0.320000	-3.141581	0.123951
0.330000	-3.465234	0.135933
0.340000	-3.798820	0.148663
0.350000	-4.142337	0.162163
0.360000	-4.495783	0.176457
0.370000	-4.859155	0.191565
0.380000	-5.232450	0.207512
0.390000	-5.615666	0.224320
0.400000	-6.008801	0.242011
0.410000	-6.411851	0.260607
0.420000	-6.824814	0.280131
0.430000	-7.247688	0.300606
0.440000	-7.680468	0.322054
0.450000	-8.123152	0.344497
0.460000	-8.575737	0.367958
0.470000	-9.038221	0.392460
0.480000	-9.510599	0.418025
0.490000	-9.992869	0.444675
0.500000	-10.485026	0.472432
0.510000	-10.987069	0.501319
0.520000	-11.498993	0.531359
0.530000	-12.020794	0.562574
0.540000	-12.552470	0.594986
0.550000	-13.094017	0.628617
0.560000	-13.645430	0.663490
0.570000	-14.206706	0.699627
0.580000	-14.777842	0.737051
0.590000	-15.358833	0.775783
0.600000	-15.949675	0.815846
0.610000	-16.550364	0.857262
0.620000	-17.160896	0.900054
0.630000	-17.781267	0.944243
0.640000	-18.411473	0.989852
0.650000	-19.051509	1.036904
0.660000	-19.701371	1.085419
0.670000	-20.361054	1.135421
0.680000	-21.030554	1.186931
0.690000	-21.709867	1.239972
0.700000	-22.398987	1.294565
0.710000	-23.097910	1.350733
0.720000	-23.806631	1.408499
0.730000	-24.525145	1.467883
0.740000	-25.253448	1.528907
0.750000	-25.991534	1.591595
0.760000	-26.739398	1.655968
0.770000	-27.497036	1.722048
0.780000	-28.264441	1.789856
0.790000	-29.041609	1.859416
0.800000	-29.828535	1.930748
0.810000	-30.625212	2.003874
0.820000	-31.431636	2.078817
0.830000	-32.247802	2.155598
0.840000	-33.073702	2.234240
0.850000	-33.909333	2.314763
0.860000	-34.754688	2.397190
0.870000	-35.609760	2.481543
0.880000	-36.474546	2.567843
0.890000	-37.349038	2.656112
0.900000	-38.233231	2.746371
0.910000	-39.127118	2.838643
0.920000	-40.030694	2.932949
0.930000	-40.943952	3.029311
0.940000	-41.866887	3.127749
0.950000	-42.799491	3.228287
0.960000	-43.741758	3.330945
0.970000	-44.693683	3.435745
0.980000	-45.655258	3.542708
0.990000	-46.626478	3.651857
1.000000	-47.607335	3.763211
1.010000	-48.597822	3.876794
1.020000	-49.597934	3.992625
1.030000	-50.607663	4.110728
1.040000	-51.627002	4.231122
1.050000	-52.655945	4.353830
1.060000	-53.694484	4.478872
1.070000	-54.742613	4.606270
1.080000	-55.800324	4.736046
1.090000	-56.867610	4.868220
1.100000	-57.944464	5.002813
1.110000	-59.030879	5.139848
1.120000	-60.126847	5.279344
1.130000	-61.232361	5.421323
1.140000	-62.347413	5.565807
1.150000	-63.471996	5.712815
1.160000	-64.606102	5.862370
1.170000	-65.749724	6.014493
1.180000	-66.902854	6.169203
1.190000	-68.065483	6.326523
1.200000	-69.237605	6.486473
