lamda	real	imag
0.270000	-1.560534	0.140493
0.280000	-1.851962	0.156673
0.290000	-2.153925	0.174048
0.300000	-2.466418	0.192660
0.310000	-2.789434	0.212552
0.320000	-3.122966	0.233766
0.330000	-3.467007	0.256344
0.340000	-3.821549	0.280327
0.350000	-4.186585	0.305758
0.360000	-4.562107	0.332679
0.370000	-4.948106	0.361132
0.380000	-5.344575	0.391159
0.390000	-5.751504	0.422801
0.400000	-6.168886	0.456100
0.410000	-6.596711	0.491098
0.420000	-7.034970	0.527836
0.430000	-7.483653	0.566357
0.440000	-7.942751	0.606701
0.450000	-8.412254	0.648910
0.460000	-8.892151	0.693026
0.470000	-9.382434	0.739089
0.480000	-9.883090	0.787141
0.490000	-10.394110	0.837223
0.500000	-10.915482	0.889376
0.510000	-11.447195	0.943641
0.520000	-11.989238	1.000059
0.530000	-12.541599	1.058671
0.540000	-13.104267	1.119518
0.550000	-13.677229	1.182641
0.560000	-14.260473	1.248079
0.570000	-14.853986	1.315874
0.580000	-15.457757	1.386066
0.590000	-16.071772	1.458695
0.600000	-16.696018	1.533802
0.610000	-17.330481	1.611427
0.620000	-17.975149	1.691610
0.630000	-18.630007	1.774390
0.640000	-19.295041	1.859809
0.650000	-19.970239	1.947906
0.660000	-20.655584	2.038720
0.670000	-21.351063	2.132291
0.680000	-22.056660	2.228658
0.690000	-22.772362	2.327862
0.700000	-23.498152	2.429942
0.710000	-24.234016	2.534936
0.720000	-24.979937	2.642884
0.730000	-25.735901	2.753825
0.740000	-26.501891	2.867797
0.750000	-27.277890	2.984841
0.760000	-28.063883	3.104993
0.770000	-28.859854	3.228294
0.780000	-29.665784	3.354781
0.790000	-30.481658	3.484494
0.800000	-31.307459	3.617469
0.810000	-32.143168	3.753746
0.820000	-32.988768	3.893362
0.830000	-33.844242	4.036356
0.840000	-34.709572	4.182764
0.850000	-35.584740	4.332626
0.860000	-36.469727	4.485978
0.870000	-37.364515	4.642858
0.880000	-38.269086	4.803304
0.890000	-39.183419	4.967351
0.900000	-40.107498	5.135039
0.910000	-41.041301	5.306403
0.920000	-41.984810	5.481480
0.930000	-42.938005	5.660308
0.940000	-43.900867	5.842922
0.950000	-44.873376	6.029360
0.960000	-45.855510	6.219657
0.970000	-46.847251	6.413850
0.980000	-47.848578	6.611974
0.990000	-48.859469	6.814066
1.000000	-49.879905	7.020162
1.010000	-50.909863	7.230297
1.020000	-51.949324	7.444507
1.030000	-52.998265	7.662826
1.040000	-54.056665	7.885291
1.050000	-55.124503	8.111937
1.060000	-56.201757	8.342798
1.070000	-57.288403	8.577909
1.080000	-58.384422	8.817305
1.090000	-59.489789	9.061021
1.100000	-60.604482	9.309090
1.110000	-61.728480	9.561548
1.120000	-62.861758	9.818428
1.130000	-64.004295	10.079764
1.140000	-65.156066	10.345589
1.150000	-66.317048	10.615939
1.160000	-67.487218	10.890846
1.170000	-68.666553	11.170343
1.180000	-69.855028	11.454464
1.190000	-71.052620	11.743242
1.200000	-72.259304	12.036709
