lamda	real	imag
0.270000	-1.691175	0.056901
0.280000	-1.961429	0.063459
0.290000	-2.241498	0.070502
0.300000	-2.531383	0.078048
0.310000	-2.831083	0.086114
0.320000	-3.140595	0.094718
0.330000	-3.459919	0.103875
0.340000	-3.789053	0.113605
0.350000	-4.127996	0.123924
0.360000	-4.476747	0.134849
0.370000	-4.835304	0.146398
0.380000	-5.203666	0.158587
0.390000	-5.581830	0.171435
0.400000	-5.969796	0.184958
0.410000	-6.367562	0.199174
0.420000	-6.775127	0.214100
0.430000	-7.192488	0.229753
0.440000	-7.619643	0.246151
0.450000	-8.056592	0.263310
0.460000	-8.503332	0.281248
0.470000	-8.959862	0.299983
0.480000	-9.426179	0.319530
0.490000	-9.902282	0.339909
0.500000	-10.388168	0.361135
0.510000	-10.883836	0.383225
0.520000	-11.389284	0.406199
0.530000	-11.904509	0.430071
0.540000	-12.429509	0.454860
0.550000	-12.964282	0.480583
0.560000	-13.508827	0.507256
0.570000	-14.063140	0.534898
0.580000	-14.627220	0.563525
0.590000	-15.201063	0.593154
0.600000	-15.784669	0.623803
0.610000	-16.378033	0.655489
0.620000	-16.981155	0.688228
0.630000	-17.594031	0.722038
0.640000	-18.216658	0.756936
0.650000	-18.849035	0.792940
0.660000	-19.491159	0.830065
0.670000	-20.143026	0.868330
0.680000	-20.804635	0.907752
0.690000	-21.475982	0.948346
0.700000	-22.157065	0.990132
0.710000	-22.847881	1.033125
0.720000	-23.548427	1.077342
0.730000	-24.258700	1.122802
0.740000	-24.978698	1.169520
0.750000	-25.708417	1.217514
0.760000	-26.447854	1.266801
0.770000	-27.197006	1.317397
0.780000	-27.955871	1.369321
0.790000	-28.724444	1.422588
0.800000	-29.502724	1.477216
0.810000	-30.290706	1.533221
0.820000	-31.088387	1.590622
0.830000	-31.895765	1.649434
0.840000	-32.712835	1.709675
0.850000	-33.539595	1.771361
0.860000	-34.376040	1.834510
0.870000	-35.222168	1.899138
0.880000	-36.077976	1.965262
0.890000	-36.943459	2.032900
0.900000	-37.818613	2.102068
0.910000	-38.703436	2.172782
0.920000	-39.597924	2.245061
0.930000	-40.502073	2.318920
0.940000	-41.415880	2.394377
0.950000	-42.339340	2.471448
0.960000	-43.272449	2.550150
0.970000	-44.215205	2.630500
0.980000	-45.167602	2.712515
0.990000	-46.129638	2.796211
1.000000	-47.101308	2.881606
1.010000	-48.082608	2.968716
1.020000	-49.073535	3.057558
1.030000	-50.074083	3.148148
1.040000	-51.084249	3.240503
1.050000	-52.104030	3.334641
1.060000	-53.133420	3.430577
1.070000	-54.172415	3.528329
1.080000	-55.221011	3.627913
1.090000	-56.279205	3.729345
1.100000	-57.346991	3.832643
1.110000	-58.424365	3.937823
1.120000	-59.511323	4.044902
1.130000	-60.607860	4.153896
1.140000	-61.713972	4.264821
1.150000	-62.829654	4.377696
1.160000	-63.954901	4.492535
1.170000	-65.089710	4.609356
1.180000	-66.234076	4.728175
1.190000	-67.387993	4.849009
1.200000	-68.551457	4.971874
