lamda	real	imag
0.270000	-1.542252	0.133534
0.280000	-1.834681	0.148914
0.290000	-2.137689	0.165430
0.300000	-2.451270	0.183123
0.310000	-2.775418	0.202033
0.320000	-3.110126	0.222199
0.330000	-3.455388	0.243662
0.340000	-3.811198	0.266462
0.350000	-4.177548	0.290639
0.360000	-4.554431	0.316234
0.370000	-4.941840	0.343285
0.380000	-5.339768	0.371832
0.390000	-5.748206	0.401917
0.400000	-6.167147	0.433577
0.410000	-6.596584	0.466854
0.420000	-7.036506	0.501787
0.430000	-7.486907	0.538415
0.440000	-7.947777	0.576777
0.450000	-8.419108	0.616915
0.460000	-8.900889	0.658866
0.470000	-9.393113	0.702671
0.480000	-9.895769	0.748368
0.490000	-10.408848	0.795997
0.500000	-10.932340	0.845598
0.510000	-11.466235	0.897209
0.520000	-12.010523	0.950869
0.530000	-12.565192	1.006617
0.540000	-13.130233	1.064494
0.550000	-13.705635	1.124536
0.560000	-14.291386	1.186783
0.570000	-14.887476	1.251275
0.580000	-15.493892	1.318048
0.590000	-16.110624	1.387143
0.600000	-16.737659	1.458598
0.610000	-17.374985	1.532451
0.620000	-18.022590	1.608740
0.630000	-18.680463	1.687504
0.640000	-19.348589	1.768781
0.650000	-20.026958	1.852610
0.660000	-20.715554	1.939027
0.670000	-21.414366	2.028072
0.680000	-22.123380	2.119782
0.690000	-22.842583	2.214195
0.700000	-23.571960	2.311348
0.710000	-24.311498	2.411280
0.720000	-25.061183	2.514028
0.730000	-25.821001	2.619629
0.740000	-26.590937	2.728121
0.750000	-27.370977	2.839541
0.760000	-28.161105	2.953926
0.770000	-28.961307	3.071313
0.780000	-29.771568	3.191739
0.790000	-30.591872	3.315242
0.800000	-31.422204	3.441858
0.810000	-32.262548	3.571624
0.820000	-33.112888	3.704575
0.830000	-33.973209	3.840750
0.840000	-34.843493	3.980184
0.850000	-35.723725	4.122914
0.860000	-36.613888	4.268976
0.870000	-37.513965	4.418405
0.880000	-38.423940	4.571238
0.890000	-39.343795	4.727512
0.900000	-40.273513	4.887261
0.910000	-41.213076	5.050521
0.920000	-42.162468	5.217328
0.930000	-43.121669	5.387717
0.940000	-44.090663	5.561725
0.950000	-45.069431	5.739385
0.960000	-46.057956	5.920733
0.970000	-47.056217	6.105805
0.980000	-48.064198	6.294634
0.990000	-49.081879	6.487256
1.000000	-50.109241	6.683706
1.010000	-51.146265	6.884018
1.020000	-52.192932	7.088226
1.030000	-53.249222	7.296365
1.040000	-54.315117	7.508469
1.050000	-55.390596	7.724573
1.060000	-56.475639	7.944709
1.070000	-57.570226	8.168912
1.080000	-58.674338	8.397216
1.090000	-59.787953	8.629653
1.100000	-60.911052	8.866259
1.110000	-62.043614	9.107065
1.120000	-63.185617	9.352106
1.130000	-64.337041	9.601414
1.140000	-65.497865	9.855022
1.150000	-66.668068	10.112963
1.160000	-67.847627	10.375270
1.170000	-69.036523	10.641975
1.180000	-70.234732	10.913111
1.190000	-71.442233	11.188710
1.200000	-72.659005	11.468804
