lamda	real	imag
0.270000	-1.507484	0.055512
0.280000	-1.794515	0.061910
0.290000	-2.091972	0.068782
0.300000	-2.399857	0.076144
0.310000	-2.718167	0.084014
0.320000	-3.046902	0.092408
0.330000	-3.386060	0.101342
0.340000	-3.735640	0.110835
0.350000	-4.095641	0.120903
0.360000	-4.466062	0.131562
0.370000	-4.846901	0.142830
0.380000	-5.238157	0.154723
0.390000	-5.639829	0.167259
0.400000	-6.051915	0.180453
0.410000	-6.474414	0.194324
0.420000	-6.907325	0.208887
0.430000	-7.350645	0.224160
0.440000	-7.804374	0.240160
0.450000	-8.268509	0.256903
0.460000	-8.743049	0.274406
0.470000	-9.227993	0.292686
0.480000	-9.723339	0.311759
0.490000	-10.229084	0.331644
0.500000	-10.745228	0.352355
0.510000	-11.271768	0.373911
0.520000	-11.808703	0.396328
0.530000	-12.356030	0.419623
0.540000	-12.913748	0.443813
0.550000	-13.481855	0.468913
0.560000	-14.060349	0.494942
0.570000	-14.649228	0.521916
0.580000	-15.248490	0.549852
0.590000	-15.858132	0.578766
0.600000	-16.478153	0.608675
0.610000	-17.108550	0.639596
0.620000	-17.749321	0.671546
0.630000	-18.400465	0.704541
0.640000	-19.061978	0.738599
0.650000	-19.733858	0.773736
0.660000	-20.416104	0.809968
0.670000	-21.108712	0.847312
0.680000	-21.811680	0.885786
0.690000	-22.525006	0.925405
0.700000	-23.248688	0.966187
0.710000	-23.982722	1.008148
0.720000	-24.727106	1.051305
0.730000	-25.481838	1.095674
0.740000	-26.246915	1.141272
0.750000	-27.022335	1.188117
0.760000	-27.808094	1.236223
0.770000	-28.604189	1.285609
0.780000	-29.410619	1.336291
0.790000	-30.227380	1.388285
0.800000	-31.054470	1.441608
0.810000	-31.891885	1.496276
0.820000	-32.739623	1.552307
0.830000	-33.597680	1.609717
0.840000	-34.466055	1.668522
0.850000	-35.344743	1.728739
0.860000	-36.233741	1.790385
0.870000	-37.133047	1.853476
0.880000	-38.042657	1.918029
0.890000	-38.962569	1.984060
0.900000	-39.892779	2.051585
0.910000	-40.833283	2.120623
0.920000	-41.784079	2.191187
0.930000	-42.745163	2.263297
0.940000	-43.716533	2.336967
0.950000	-44.698183	2.412215
0.960000	-45.690112	2.489056
0.970000	-46.692315	2.567508
0.980000	-47.704790	2.647586
0.990000	-48.727532	2.729308
1.000000	-49.760538	2.812690
1.010000	-50.803805	2.897748
1.020000	-51.857328	2.984498
1.030000	-52.921105	3.072957
1.040000	-53.995131	3.163142
1.050000	-55.079403	3.255069
1.060000	-56.173917	3.348754
1.070000	-57.278670	3.444213
1.080000	-58.393657	3.541464
1.090000	-59.518874	3.640522
1.100000	-60.654318	3.741403
1.110000	-61.799985	3.844125
1.120000	-62.955870	3.948703
1.130000	-64.121970	4.055153
1.140000	-65.298281	4.163493
1.150000	-66.484798	4.273738
1.160000	-67.681518	4.385904
1.170000	-68.888437	4.500009
1.180000	-70.105549	4.616067
1.190000	-71.332852	4.734096
1.200000	-72.570340	4.854111
