lamda	real	imag
0.270000	-1.608310	0.125362
0.280000	-1.893686	0.139802
0.290000	-2.189390	0.155309
0.300000	-2.495416	0.171920
0.310000	-2.811759	0.189674
0.320000	-3.138413	0.208609
0.330000	-3.475372	0.228761
0.340000	-3.822630	0.250169
0.350000	-4.180182	0.272870
0.360000	-4.548020	0.296902
0.370000	-4.926137	0.322302
0.380000	-5.314528	0.349108
0.390000	-5.713185	0.377357
0.400000	-6.122101	0.407087
0.410000	-6.541269	0.438335
0.420000	-6.970681	0.471138
0.430000	-7.410330	0.505534
0.440000	-7.860207	0.541559
0.450000	-8.320305	0.579252
0.460000	-8.790616	0.618649
0.470000	-9.271130	0.659787
0.480000	-9.761840	0.702704
0.490000	-10.262736	0.747436
0.500000	-10.773810	0.794019
0.510000	-11.295053	0.842492
0.520000	-11.826454	0.892891
0.530000	-12.368006	0.945253
0.540000	-12.919698	0.999613
0.550000	-13.481520	1.056010
0.560000	-14.053463	1.114479
0.570000	-14.635516	1.175057
0.580000	-15.227668	1.237780
0.590000	-15.829910	1.302686
0.600000	-16.442231	1.369809
0.610000	-17.064619	1.439187
0.620000	-17.697064	1.510856
0.630000	-18.339554	1.584851
0.640000	-18.992079	1.661209
0.650000	-19.654626	1.739966
0.660000	-20.327184	1.821158
0.670000	-21.009740	1.904820
0.680000	-21.702284	1.990988
0.690000	-22.404802	2.079699
0.700000	-23.117282	2.170987
0.710000	-23.839712	2.264888
0.720000	-24.572079	2.361438
0.730000	-25.314370	2.460672
0.740000	-26.066572	2.562625
0.750000	-26.828671	2.667333
0.760000	-27.600654	2.774831
0.770000	-28.382508	2.885153
0.780000	-29.174220	2.998335
0.790000	-29.975774	3.114412
0.800000	-30.787157	3.233419
0.810000	-31.608354	3.355390
0.820000	-32.439353	3.480360
0.830000	-33.280137	3.608363
0.840000	-34.130692	3.739434
0.850000	-34.991003	3.873608
0.860000	-35.861055	4.010918
0.870000	-36.740834	4.151400
0.880000	-37.630323	4.295086
0.890000	-38.529507	4.442011
0.900000	-39.438371	4.592210
0.910000	-40.356898	4.745715
0.920000	-41.285073	4.902560
0.930000	-42.222880	5.062780
0.940000	-43.170302	5.226408
0.950000	-44.127323	5.393477
0.960000	-45.093927	5.564020
0.970000	-46.070095	5.738071
0.980000	-47.055813	5.915663
0.990000	-48.051062	6.096829
1.000000	-49.055826	6.281602
1.010000	-50.070087	6.470015
1.020000	-51.093827	6.662101
1.030000	-52.127029	6.857892
1.040000	-53.169676	7.057420
1.050000	-54.221749	7.260719
1.060000	-55.283230	7.467820
1.070000	-56.354102	7.678755
1.080000	-57.434345	7.893558
1.090000	-58.523941	8.112260
1.100000	-59.622871	8.334892
1.110000	-60.731118	8.561486
1.120000	-61.848661	8.792075
1.130000	-62.975482	9.026690
1.140000	-64.111562	9.265361
1.150000	-65.256881	9.508121
1.160000	-66.411419	9.755001
1.170000	-67.575158	10.006031
1.180000	-68.748077	10.261244
1.190000	-69.930157	10.520669
1.200000	-71.121377	10.784337
