lamda	real	imag
0.270000	-1.732335	0.016949
0.280000	-1.994158	0.018903
0.290000	-2.265501	0.021002
0.300000	-2.546364	0.023250
0.310000	-2.836746	0.025653
0.320000	-3.136648	0.028217
0.330000	-3.446069	0.030946
0.340000	-3.765010	0.033845
0.350000	-4.093470	0.036920
0.360000	-4.431448	0.040175
0.370000	-4.778946	0.043617
0.380000	-5.135962	0.047250
0.390000	-5.502497	0.051079
0.400000	-5.878550	0.055110
0.410000	-6.264122	0.059347
0.420000	-6.659212	0.063796
0.430000	-7.063820	0.068462
0.440000	-7.477946	0.073350
0.450000	-7.901589	0.078466
0.460000	-8.334750	0.083814
0.470000	-8.777428	0.089399
0.480000	-9.229624	0.095228
0.490000	-9.691336	0.101304
0.500000	-10.162566	0.107633
0.510000	-10.643312	0.114221
0.520000	-11.133574	0.121072
0.530000	-11.633353	0.128192
0.540000	-12.142648	0.135585
0.550000	-12.661458	0.143257
0.560000	-13.189785	0.151214
0.570000	-13.727626	0.159459
0.580000	-14.274983	0.167999
0.590000	-14.831855	0.176839
0.600000	-15.398242	0.185983
0.610000	-15.974143	0.195438
0.620000	-16.559559	0.205207
0.630000	-17.154489	0.215296
0.640000	-17.758933	0.225711
0.650000	-18.372890	0.236457
0.660000	-18.996361	0.247538
0.670000	-19.629345	0.258960
0.680000	-20.271842	0.270728
0.690000	-20.923852	0.282847
0.700000	-21.585374	0.295322
0.710000	-22.256408	0.308159
0.720000	-22.936954	0.321363
0.730000	-23.627012	0.334938
0.740000	-24.326581	0.348890
0.750000	-25.035661	0.363225
0.760000	-25.754252	0.377947
0.770000	-26.482353	0.393061
0.780000	-27.219965	0.408572
0.790000	-27.967086	0.424487
0.800000	-28.723718	0.440809
0.810000	-29.489858	0.457545
0.820000	-30.265508	0.474698
0.830000	-31.050666	0.492275
0.840000	-31.845333	0.510281
0.850000	-32.649508	0.528720
0.860000	-33.463191	0.547598
0.870000	-34.286381	0.566920
0.880000	-35.119079	0.586691
0.890000	-35.961283	0.606917
0.900000	-36.812994	0.627602
0.910000	-37.674211	0.648751
0.920000	-38.544934	0.670370
0.930000	-39.425162	0.692465
0.940000	-40.314896	0.715039
0.950000	-41.214134	0.738098
0.960000	-42.122877	0.761648
0.970000	-43.041124	0.785694
0.980000	-43.968875	0.810240
0.990000	-44.906129	0.835291
1.000000	-45.852886	0.860854
1.010000	-46.809145	0.886933
1.020000	-47.774907	0.913533
1.030000	-48.750171	0.940660
1.040000	-49.734936	0.968318
1.050000	-50.729203	0.996513
1.060000	-51.732970	1.025250
1.070000	-52.746237	1.054533
1.080000	-53.769004	1.084369
1.090000	-54.801271	1.114762
1.100000	-55.843037	1.145718
1.110000	-56.894302	1.177241
1.120000	-57.955065	1.209337
1.130000	-59.025326	1.242011
1.140000	-60.105084	1.275268
1.150000	-61.194340	1.309113
1.160000	-62.293092	1.343552
1.170000	-63.401340	1.378589
1.180000	-64.519084	1.414229
1.190000	-65.646324	1.450479
1.200000	-66.783058	1.487342
