lamda	real	imag
0.270000	-1.582488	0.137685
0.280000	-1.871560	0.153542
0.290000	-2.171085	0.170570
0.300000	-2.481056	0.188811
0.310000	-2.801467	0.208306
0.320000	-3.132311	0.229097
0.330000	-3.473580	0.251224
0.340000	-3.825269	0.274729
0.350000	-4.187368	0.299654
0.360000	-4.559872	0.326038
0.370000	-4.942771	0.353924
0.380000	-5.336058	0.383353
0.390000	-5.739725	0.414365
0.400000	-6.153762	0.447001
0.410000	-6.578162	0.481303
0.420000	-7.012916	0.517310
0.430000	-7.458013	0.555064
0.440000	-7.913446	0.594606
0.450000	-8.379204	0.635976
0.460000	-8.855277	0.679215
0.470000	-9.341657	0.724363
0.480000	-9.838331	0.771461
0.490000	-10.345291	0.820549
0.500000	-10.862525	0.871667
0.510000	-11.390023	0.924856
0.520000	-11.927773	0.980155
0.530000	-12.475765	1.037605
0.540000	-13.033986	1.097247
0.550000	-13.602426	1.159118
0.560000	-14.181072	1.223261
0.570000	-14.769913	1.289714
0.580000	-15.368935	1.358517
0.590000	-15.978127	1.429710
0.600000	-16.597476	1.503332
0.610000	-17.226969	1.579423
0.620000	-17.866593	1.658022
0.630000	-18.516334	1.739168
0.640000	-19.176180	1.822901
0.650000	-19.846115	1.909260
0.660000	-20.526128	1.998283
0.670000	-21.216203	2.090010
0.680000	-21.916326	2.184480
0.690000	-22.626482	2.281730
0.700000	-23.346658	2.381801
0.710000	-24.076838	2.484730
0.720000	-24.817007	2.590555
0.730000	-25.567149	2.699316
0.740000	-26.327250	2.811050
0.750000	-27.097294	2.925796
0.760000	-27.877264	3.043591
0.770000	-28.667145	3.164474
0.780000	-29.466920	3.288483
0.790000	-30.276574	3.415654
0.800000	-31.096089	3.546026
0.810000	-31.925449	3.679636
0.820000	-32.764636	3.816522
0.830000	-33.613634	3.956721
0.840000	-34.472425	4.100270
0.850000	-35.340992	4.247206
0.860000	-36.219316	4.397567
0.870000	-37.107381	4.551388
0.880000	-38.005167	4.708707
0.890000	-38.912657	4.869560
0.900000	-39.829832	5.033984
0.910000	-40.756674	5.202015
0.920000	-41.693163	5.373689
0.930000	-42.639281	5.549043
0.940000	-43.595009	5.728112
0.950000	-44.560326	5.910933
0.960000	-45.535215	6.097541
0.970000	-46.519654	6.287972
0.980000	-47.513624	6.482260
0.990000	-48.517106	6.680443
1.000000	-49.530078	6.882554
1.010000	-50.552521	7.088629
1.020000	-51.584414	7.298703
1.030000	-52.625736	7.512811
1.040000	-53.676466	7.730987
1.050000	-54.736584	7.953266
1.060000	-55.806068	8.179683
1.070000	-56.884896	8.410271
1.080000	-57.973048	8.645066
1.090000	-59.070501	8.884100
1.100000	-60.177234	9.127408
1.110000	-61.293224	9.375024
1.120000	-62.418449	9.626981
1.130000	-63.552888	9.883313
1.140000	-64.696518	10.144053
1.150000	-65.849315	10.409234
1.160000	-67.011257	10.678889
1.170000	-68.182322	10.953052
1.180000	-69.362486	11.231754
1.190000	-70.551725	11.515029
1.200000	-71.750017	11.802909
