 >TARCYLCAP  cylinder with end-caps: Length= 50.0000 Diameter= 14.0000
      9272 = NAT
  1.000000  0.000000  0.000000 = A_1 vector
  0.000000  1.000000  0.000000 = A_2 vector
  1.000000  1.000000  1.000000 = lattice spacings (d_x,d_y,d_z)/d
 -25.50000  -0.50000  -0.50000 = lattice offset x0(1-3) = (x_TF,y_TF,z_TF)/d for dipole 0 0 0
     JA  IX  IY  IZ ICOMP(x,y,z)
   1753   3   6  -3 1 1 1
   1754   4   6  -3 1 1 1
   1755   5   6  -3 1 1 1
   1756   6   6  -3 1 1 1
   1757   7   6  -3 1 1 1
   1758   8   6  -3 1 1 1
   1759   9   6  -3 1 1 1
   1760  10   6  -3 1 1 1
   1761  11   6  -3 1 1 1
   1762  12   6  -3 1 1 1
   1763  13   6  -3 1 1 1
   1764  14   6  -3 1 1 1
   1765  15   6  -3 1 1 1
   1766  16   6  -3 1 1 1
   1767  17   6  -3 1 1 1
   1768  18   6  -3 1 1 1
   1769  19   6  -3 1 1 1
   1770  20   6  -3 1 1 1
   1771  21   6  -3 1 1 1
   1772  22   6  -3 1 1 1
   1773  23   6  -3 1 1 1
   1774  24   6  -3 1 1 1
   1775  25   6  -3 1 1 1
   1776  26   6  -3 1 1 1
   1777  27   6  -3 1 1 1
   1778  28   6  -3 1 1 1
   1779  29   6  -3 1 1 1
   1780  30   6  -3 1 1 1
   1781  31   6  -3 1 1 1
   1782  32   6  -3 1 1 1
   1783  33   6  -3 1 1 1
   1784  34   6  -3 1 1 1
   1785  35   6  -3 1 1 1
   1786  36   6  -3 1 1 1
   1787  37   6  -3 1 1 1
   1788  38   6  -3 1 1 1
   1789  39   6  -3 1 1 1
   1790  40   6  -3 1 1 1
   1791  41   6  -3 1 1 1
   1792  42   6  -3 1 1 1
   1793  43   6  -3 1 1 1
   1794  44   6  -3 1 1 1
   1795  45   6  -3 1 1 1
   1796  46   6  -3 1 1 1
   1797  47   6  -3 1 1 1
   1798  48   6  -3 1 1 1
   1799  49   6  -3 1 1 1
   1800  50   6  -3 1 1 1
   1801   1  -6  -2 1 1 1
   1802   2  -6  -2 1 1 1
   1803   3  -6  -2 1 1 1
   1804   4  -6  -2 1 1 1
   1805   5  -6  -2 1 1 1
   1806   6  -6  -2 1 1 1
   1807   7  -6  -2 1 1 1
   1808   8  -6  -2 1 1 1
   1809   9  -6  -2 1 1 1
   1810  10  -6  -2 1 1 1
   1811  11  -6  -2 1 1 1
   1812  12  -6  -2 1 1 1
   1813  13  -6  -2 1 1 1
   1814  14  -6  -2 1 1 1
   1815  15  -6  -2 1 1 1
   1816  16  -6  -2 1 1 1
   1817  17  -6  -2 1 1 1
   1818  18  -6  -2 1 1 1
   1819  19  -6  -2 1 1 1
   1820  20  -6  -2 1 1 1
   1821  21  -6  -2 1 1 1
   1822  22  -6  -2 1 1 1
   1823  23  -6  -2 1 1 1
   1824  24  -6  -2 1 1 1
   1825  25  -6  -2 1 1 1
   1826  26  -6  -2 1 1 1
   1827  27  -6  -2 1 1 1
   1828  28  -6  -2 1 1 1
   1829  29  -6  -2 1 1 1
   1830  30  -6  -2 1 1 1
   1831  31  -6  -2 1 1 1
   1832  32  -6  -2 1 1 1
   1833  33  -6  -2 1 1 1
   1834  34  -6  -2 1 1 1
   1835  35  -6  -2 1 1 1
   1836  36  -6  -2 1 1 1
   1837  37  -6  -2 1 1 1
   1838  38  -6  -2 1 1 1
   1839  39  -6  -2 1 1 1
   1840  40  -6  -2 1 1 1
   1841  41  -6  -2 1 1 1
   1842  42  -6  -2 1 1 1
   1843  43  -6  -2 1 1 1
   1844  44  -6  -2 1 1 1
   1845  45  -6  -2 1 1 1
   1846  46  -6  -2 1 1 1
   1847  47  -6  -2 1 1 1
   1848  48  -6  -2 1 1 1
   1849  49  -6  -2 1 1 1
   1850  50  -6  -2 1 1 1
   1851   1  -5  -2 1 1 1
   1852   2  -5  -2 1 1 1
   1853   3  -5  -2 1 1 1
   1854   4  -5  -2 1 1 1
   1855   5  -5  -2 1 1 1
   1856   6  -5  -2 1 1 1
   1857   7  -5  -2 1 1 1
   1858   8  -5  -2 1 1 1
   1859   9  -5  -2 1 1 1
   1860  10  -5  -2 1 1 1
   1861  11  -5  -2 1 1 1
   1862  12  -5  -2 1 1 1
   1863  13  -5  -2 1 1 1
   1864  14  -5  -2 1 1 1
   1865  15  -5  -2 1 1 1
   1866  16  -5  -2 1 1 1
   1867  17  -5  -2 1 1 1
   1868  18  -5  -2 1 1 1
   1869  19  -5  -2 1 1 1
   1870  20  -5  -2 1 1 1
   1871  21  -5  -2 1 1 1
   1872  22  -5  -2 1 1 1
   1873  23  -5  -2 1 1 1
   1874  24  -5  -2 1 1 1
   1875  25  -5  -2 1 1 1
   1876  26  -5  -2 1 1 1
   1877  27  -5  -2 1 1 1
   1878  28  -5  -2 1 1 1
   1879  29  -5  -2 1 1 1
   1880  30  -5  -2 1 1 1
   1881  31  -5  -2 1 1 1
   1882  32  -5  -2 1 1 1
   1883  33  -5  -2 1 1 1
   1884  34  -5  -2 1 1 1
   1885  35  -5  -2 1 1 1
   1886  36  -5  -2 1 1 1
   1887  37  -5  -2 1 1 1
   1888  38  -5  -2 1 1 1
   1889  39  -5  -2 1 1 1
   1890  40  -5  -2 1 1 1
   1891  41  -5  -2 1 1 1
   1892  42  -5  -2 1 1 1
   1893  43  -5  -2 1 1 1
   1894  44  -5  -2 1 1 1
   1895  45  -5  -2 1 1 1
   1896  46  -5  -2 1 1 1
   1897  47  -5  -2 1 1 1
   1898  48  -5  -2 1 1 1
   1899  49  -5  -2 1 1 1
   1900  50  -5  -2 1 1 1
   1901   1  -4  -2 1 1 1
   1902   2  -4  -2 1 1 1
   1903   3  -4  -2 1 1 1
   1904   4  -4  -2 1 1 1
   1905   5  -4  -2 1 1 1
   1906   6  -4  -2 1 1 1
   1907   7  -4  -2 1 1 1
   1908   8  -4  -2 1 1 1
   1909   9  -4  -2 1 1 1
   1910  10  -4  -2 1 1 1
   1911  11  -4  -2 1 1 1
   1912  12  -4  -2 1 1 1
   1913  13  -4  -2 1 1 1
   1914  14  -4  -2 1 1 1
   1915  15  -4  -2 1 1 1
   1916  16  -4  -2 1 1 1
   1917  17  -4  -2 1 1 1
   1918  18  -4  -2 1 1 1
   1919  19  -4  -2 1 1 1
   1920  20  -4  -2 1 1 1
   1921  21  -4  -2 1 1 1
   1922  22  -4  -2 1 1 1
   1923  23  -4  -2 1 1 1
   1924  24  -4  -2 1 1 1
   1925  25  -4  -2 1 1 1
   1926  26  -4  -2 1 1 1
   1927  27  -4  -2 1 1 1
   1928  28  -4  -2 1 1 1
   1929  29  -4  -2 1 1 1
   1930  30  -4  -2 1 1 1
   1931  31  -4  -2 1 1 1
   1932  32  -4  -2 1 1 1
   1933  33  -4  -2 1 1 1
   1934  34  -4  -2 1 1 1
   1935  35  -4  -2 1 1 1
   1936  36  -4  -2 1 1 1
   1937  37  -4  -2 1 1 1
   1938  38  -4  -2 1 1 1
   1939  39  -4  -2 1 1 1
   1940  40  -4  -2 1 1 1
   1941  41  -4  -2 1 1 1
   1942  42  -4  -2 1 1 1
   1943  43  -4  -2 1 1 1
   1944  44  -4  -2 1 1 1
   1945  45  -4  -2 1 1 1
   1946  46  -4  -2 1 1 1
   1947  47  -4  -2 1 1 1
   1948  48  -4  -2 1 1 1
   1949  49  -4  -2 1 1 1
   1950  50  -4  -2 1 1 1
   1951   1  -3  -2 1 1 1
   1952   2  -3  -2 1 1 1
   1953   3  -3  -2 1 1 1
   1954   4  -3  -2 1 1 1
   1955   5  -3  -2 1 1 1
   1956   6  -3  -2 1 1 1
   1957   7  -3  -2 1 1 1
   1958   8  -3  -2 1 1 1
   1959   9  -3  -2 1 1 1
   1960  10  -3  -2 1 1 1
   1961  11  -3  -2 1 1 1
   1962  12  -3  -2 1 1 1
   1963  13  -3  -2 1 1 1
   1964  14  -3  -2 1 1 1
   1965  15  -3  -2 1 1 1
   1966  16  -3  -2 1 1 1
   1967  17  -3  -2 1 1 1
   1968  18  -3  -2 1 1 1
   1969  19  -3  -2 1 1 1
   1970  20  -3  -2 1 1 1
   1971  21  -3  -2 1 1 1
   1972  22  -3  -2 1 1 1
   1973  23  -3  -2 1 1 1
   1974  24  -3  -2 1 1 1
   1975  25  -3  -2 1 1 1
   1976  26  -3  -2 1 1 1
   1977  27  -3  -2 1 1 1
   1978  28  -3  -2 1 1 1
   1979  29  -3  -2 1 1 1
   1980  30  -3  -2 1 1 1
   1981  31  -3  -2 1 1 1
   1982  32  -3  -2 1 1 1
   1983  33  -3  -2 1 1 1
   1984  34  -3  -2 1 1 1
   1985  35  -3  -2 1 1 1
   1986  36  -3  -2 1 1 1
   1987  37  -3  -2 1 1 1
   1988  38  -3  -2 1 1 1
   1989  39  -3  -2 1 1 1
   1990  40  -3  -2 1 1 1
   1991  41  -3  -2 1 1 1
   1992  42  -3  -2 1 1 1
   1993  43  -3  -2 1 1 1
   1994  44  -3  -2 1 1 1
   1995  45  -3  -2 1 1 1
   1996  46  -3  -2 1 1 1
   1997  47  -3  -2 1 1 1
   1998  48  -3  -2 1 1 1
   1999  49  -3  -2 1 1 1
   2000  50  -3  -2 1 1 1
   2001   1  -2  -2 1 1 1
   2002   2  -2  -2 1 1 1
   2003   3  -2  -2 1 1 1
   2004   4  -2  -2 1 1 1
   2005   5  -2  -2 1 1 1
   2006   6  -2  -2 1 1 1
   2007   7  -2  -2 1 1 1
   2008   8  -2  -2 1 1 1
   2009   9  -2  -2 1 1 1
   2010  10  -2  -2 1 1 1
   2011  11  -2  -2 1 1 1
   2012  12  -2  -2 1 1 1
   2013  13  -2  -2 1 1 1
   2014  14  -2  -2 1 1 1
   2015  15  -2  -2 1 1 1
   2016  16  -2  -2 1 1 1
   2017  17  -2  -2 1 1 1
   2018  18  -2  -2 1 1 1
   2019  19  -2  -2 1 1 1
   2020  20  -2  -2 1 1 1
   2021  21  -2  -2 1 1 1
   2022  22  -2  -2 1 1 1
   2023  23  -2  -2 1 1 1
   2024  24  -2  -2 1 1 1
   2025  25  -2  -2 1 1 1
   2026  26  -2  -2 1 1 1
   2027  27  -2  -2 1 1 1
   2028  28  -2  -2 1 1 1
   2029  29  -2  -2 1 1 1
   2030  30  -2  -2 1 1 1
   2031  31  -2  -2 1 1 1
   2032  32  -2  -2 1 1 1
   2033  33  -2  -2 1 1 1
   2034  34  -2  -2 1 1 1
   2035  35  -2  -2 1 1 1
   2036  36  -2  -2 1 1 1
   2037  37  -2  -2 1 1 1
   2038  38  -2  -2 1 1 1
   2039  39  -2  -2 1 1 1
   2040  40  -2  -2 1 1 1
   2041  41  -2  -2 1 1 1
   2042  42  -2  -2 1 1 1
   2043  43  -2  -2 1 1 1
   2044  44  -2  -2 1 1 1
   2045  45  -2  -2 1 1 1
   2046  46  -2  -2 1 1 1
   2047  47  -2  -2 1 1 1
   2048  48  -2  -2 1 1 1
   2049  49  -2  -2 1 1 1
   2050  50  -2  -2 1 1 1
   2051   1  -1  -2 1 1 1
   2052   2  -1  -2 1 1 1
   2053   3  -1  -2 1 1 1
   2054   4  -1  -2 1 1 1
   2055   5  -1  -2 1 1 1
   2056   6  -1  -2 1 1 1
   2057   7  -1  -2 1 1 1
   2058   8  -1  -2 1 1 1
   2059   9  -1  -2 1 1 1
   2060  10  -1  -2 1 1 1
   2061  11  -1  -2 1 1 1
   2062  12  -1  -2 1 1 1
   2063  13  -1  -2 1 1 1
   2064  14  -1  -2 1 1 1
   2065  15  -1  -2 1 1 1
   2066  16  -1  -2 1 1 1
   2067  17  -1  -2 1 1 1
   2068  18  -1  -2 1 1 1
   2069  19  -1  -2 1 1 1
   2070  20  -1  -2 1 1 1
   2071  21  -1  -2 1 1 1
   2072  22  -1  -2 1 1 1
   2073  23  -1  -2 1 1 1
   2074  24  -1  -2 1 1 1
   2075  25  -1  -2 1 1 1
   2076  26  -1  -2 1 1 1
   2077  27  -1  -2 1 1 1
   2078  28  -1  -2 1 1 1
   2079  29  -1  -2 1 1 1
   2080  30  -1  -2 1 1 1
   2081  31  -1  -2 1 1 1
   2082  32  -1  -2 1 1 1
   2083  33  -1  -2 1 1 1
   2084  34  -1  -2 1 1 1
   2085  35  -1  -2 1 1 1
   2086  36  -1  -2 1 1 1
   2087  37  -1  -2 1 1 1
   2088  38  -1  -2 1 1 1
   2089  39  -1  -2 1 1 1
   2090  40  -1  -2 1 1 1
   2091  41  -1  -2 1 1 1
   2092  42  -1  -2 1 1 1
   2093  43  -1  -2 1 1 1
   2094  44  -1  -2 1 1 1
   2095  45  -1  -2 1 1 1
   2096  46  -1  -2 1 1 1
   2097  47  -1  -2 1 1 1
   2098  48  -1  -2 1 1 1
   2099  49  -1  -2 1 1 1
   2100  50  -1  -2 1 1 1
   2101   1   0  -2 1 1 1
   2102   2   0  -2 1 1 1
   2103   3   0  -2 1 1 1
   2104   4   0  -2 1 1 1
   2105   5   0  -2 1 1 1
   2106   6   0  -2 1 1 1
   2107   7   0  -2 1 1 1
   2108   8   0  -2 1 1 1
   2109   9   0  -2 1 1 1
   2110  10   0  -2 1 1 1
   2111  11   0  -2 1 1 1
   2112  12   0  -2 1 1 1
   2113  13   0  -2 1 1 1
   2114  14   0  -2 1 1 1
   2115  15   0  -2 1 1 1
   2116  16   0  -2 1 1 1
   2117  17   0  -2 1 1 1
   2118  18   0  -2 1 1 1
   2119  19   0  -2 1 1 1
   2120  20   0  -2 1 1 1
   2121  21   0  -2 1 1 1
   2122  22   0  -2 1 1 1
   2123  23   0  -2 1 1 1
   2124  24   0  -2 1 1 1
   2125  25   0  -2 1 1 1
   2126  26   0  -2 1 1 1
   2127  27   0  -2 1 1 1
   2128  28   0  -2 1 1 1
   2129  29   0  -2 1 1 1
   2130  30   0  -2 1 1 1
   2131  31   0  -2 1 1 1
   2132  32   0  -2 1 1 1
   2133  33   0  -2 1 1 1
   2134  34   0  -2 1 1 1
   2135  35   0  -2 1 1 1
   2136  36   0  -2 1 1 1
   2137  37   0  -2 1 1 1
   2138  38   0  -2 1 1 1
   2139  39   0  -2 1 1 1
   2140  40   0  -2 1 1 1
   2141  41   0  -2 1 1 1
   2142  42   0  -2 1 1 1
   2143  43   0  -2 1 1 1
   2144  44   0  -2 1 1 1
   2145  45   0  -2 1 1 1
   2146  46   0  -2 1 1 1
   2147  47   0  -2 1 1 1
   2148  48   0  -2 1 1 1
   2149  49   0  -2 1 1 1
   2150  50   0  -2 1 1 1
   2151   1   1  -2 1 1 1
   2152   2   1  -2 1 1 1
   2153   3   1  -2 1 1 1
   2154   4   1  -2 1 1 1
   2155   5   1  -2 1 1 1
   2156   6   1  -2 1 1 1
   2157   7   1  -2 1 1 1
   2158   8   1  -2 1 1 1
   2159   9   1  -2 1 1 1
   2160  10   1  -2 1 1 1
   2161  11   1  -2 1 1 1
   2162  12   1  -2 1 1 1
   2163  13   1  -2 1 1 1
   2164  14   1  -2 1 1 1
   2165  15   1  -2 1 1 1
   2166  16   1  -2 1 1 1
   2167  17   1  -2 1 1 1
   2168  18   1  -2 1 1 1
   2169  19   1  -2 1 1 1
   2170  20   1  -2 1 1 1
   2171  21   1  -2 1 1 1
   2172  22   1  -2 1 1 1
   2173  23   1  -2 1 1 1
   2174  24   1  -2 1 1 1
   2175  25   1  -2 1 1 1
   2176  26   1  -2 1 1 1
   2177  27   1  -2 1 1 1
   2178  28   1  -2 1 1 1
   2179  29   1  -2 1 1 1
   2180  30   1  -2 1 1 1
   2181  31   1  -2 1 1 1
   2182  32   1  -2 1 1 1
   2183  33   1  -2 1 1 1
   2184  34   1  -2 1 1 1
   2185  35   1  -2 1 1 1
   2186  36   1  -2 1 1 1
   2187  37   1  -2 1 1 1
   2188  38   1  -2 1 1 1
   2189  39   1  -2 1 1 1
   2190  40   1  -2 1 1 1
   2191  41   1  -2 1 1 1
   2192  42   1  -2 1 1 1
   2193  43   1  -2 1 1 1
   2194  44   1  -2 1 1 1
   2195  45   1  -2 1 1 1
   2196  46   1  -2 1 1 1
   2197  47   1  -2 1 1 1
   2198  48   1  -2 1 1 1
   2199  49   1  -2 1 1 1
   2200  50   1  -2 1 1 1
   2201   1   2  -2 1 1 1
   2202   2   2  -2 1 1 1
   2203   3   2  -2 1 1 1
   2204   4   2  -2 1 1 1
   2205   5   2  -2 1 1 1
   2206   6   2  -2 1 1 1
   2207   7   2  -2 1 1 1
   2208   8   2  -2 1 1 1
   2209   9   2  -2 1 1 1
   2210  10   2  -2 1 1 1
   2211  11   2  -2 1 1 1
   2212  12   2  -2 1 1 1
   2213  13   2  -2 1 1 1
   2214  14   2  -2 1 1 1
   2215  15   2  -2 1 1 1
   2216  16   2  -2 1 1 1
   2217  17   2  -2 1 1 1
   2218  18   2  -2 1 1 1
   2219  19   2  -2 1 1 1
   2220  20   2  -2 1 1 1
   2221  21   2  -2 1 1 1
   2222  22   2  -2 1 1 1
   2223  23   2  -2 1 1 1
   2224  24   2  -2 1 1 1
   2225  25   2  -2 1 1 1
   2226  26   2  -2 1 1 1
   2227  27   2  -2 1 1 1
   2228  28   2  -2 1 1 1
   2229  29   2  -2 1 1 1
   2230  30   2  -2 1 1 1
   2231  31   2  -2 1 1 1
   2232  32   2  -2 1 1 1
   2233  33   2  -2 1 1 1
   2234  34   2  -2 1 1 1
   2235  35   2  -2 1 1 1
   2236  36   2  -2 1 1 1
   2237  37   2  -2 1 1 1
   2238  38   2  -2 1 1 1
   2239  39   2  -2 1 1 1
   2240  40   2  -2 1 1 1
   2241  41   2  -2 1 1 1
   2242  42   2  -2 1 1 1
   2243  43   2  -2 1 1 1
   2244  44   2  -2 1 1 1
   2245  45   2  -2 1 1 1
   2246  46   2  -2 1 1 1
   2247  47   2  -2 1 1 1
   2248  48   2  -2 1 1 1
   2249  49   2  -2 1 1 1
   2250  50   2  -2 1 1 1
   2251   1   3  -2 1 1 1
   2252   2   3  -2 1 1 1
   2253   3   3  -2 1 1 1
   2254   4   3  -2 1 1 1
   2255   5   3  -2 1 1 1
   2256   6   3  -2 1 1 1
   2257   7   3  -2 1 1 1
   2258   8   3  -2 1 1 1
   2259   9   3  -2 1 1 1
   2260  10   3  -2 1 1 1
   2261  11   3  -2 1 1 1
   2262  12   3  -2 1 1 1
   2263  13   3  -2 1 1 1
   2264  14   3  -2 1 1 1
   2265  15   3  -2 1 1 1
   2266  16   3  -2 1 1 1
   2267  17   3  -2 1 1 1
   2268  18   3  -2 1 1 1
   2269  19   3  -2 1 1 1
   2270  20   3  -2 1 1 1
   2271  21   3  -2 1 1 1
   2272  22   3  -2 1 1 1
   2273  23   3  -2 1 1 1
   2274  24   3  -2 1 1 1
   2275  25   3  -2 1 1 1
   2276  26   3  -2 1 1 1
   2277  27   3  -2 1 1 1
   2278  28   3  -2 1 1 1
   2279  29   3  -2 1 1 1
   2280  30   3  -2 1 1 1
   2281  31   3  -2 1 1 1
   2282  32   3  -2 1 1 1
   2283  33   3  -2 1 1 1
   2284  34   3  -2 1 1 1
   2285  35   3  -2 1 1 1
   2286  36   3  -2 1 1 1
   2287  37   3  -2 1 1 1
   2288  38   3  -2 1 1 1
   2289  39   3  -2 1 1 1
   2290  40   3  -2 1 1 1
   2291  41   3  -2 1 1 1
   2292  42   3  -2 1 1 1
   2293  43   3  -2 1 1 1
   2294  44   3  -2 1 1 1
   2295  45   3  -2 1 1 1
   2296  46   3  -2 1 1 1
   2297  47   3  -2 1 1 1
   2298  48   3  -2 1 1 1
   2299  49   3  -2 1 1 1
   2300  50   3  -2 1 1 1
   2301   1   4  -2 1 1 1
   2302   2   4  -2 1 1 1
   2303   3   4  -2 1 1 1
   2304   4   4  -2 1 1 1
   2305   5   4  -2 1 1 1
   2306   6   4  -2 1 1 1
   2307   7   4  -2 1 1 1
   2308   8   4  -2 1 1 1
   2309   9   4  -2 1 1 1
   2310  10   4  -2 1 1 1
   2311  11   4  -2 1 1 1
   2312  12   4  -2 1 1 1
   2313  13   4  -2 1 1 1
   2314  14   4  -2 1 1 1
   2315  15   4  -2 1 1 1
   2316  16   4  -2 1 1 1
   2317  17   4  -2 1 1 1
   2318  18   4  -2 1 1 1
   2319  19   4  -2 1 1 1
   2320  20   4  -2 1 1 1
   2321  21   4  -2 1 1 1
   2322  22   4  -2 1 1 1
   2323  23   4  -2 1 1 1
   2324  24   4  -2 1 1 1
   2325  25   4  -2 1 1 1
   2326  26   4  -2 1 1 1
   2327  27   4  -2 1 1 1
   2328  28   4  -2 1 1 1
   2329  29   4  -2 1 1 1
   2330  30   4  -2 1 1 1
   2331  31   4  -2 1 1 1
   2332  32   4  -2 1 1 1
   2333  33   4  -2 1 1 1
   2334  34   4  -2 1 1 1
   2335  35   4  -2 1 1 1
   2336  36   4  -2 1 1 1
   2337  37   4  -2 1 1 1
   2338  38   4  -2 1 1 1
   2339  39   4  -2 1 1 1
   2340  40   4  -2 1 1 1
   2341  41   4  -2 1 1 1
   2342  42   4  -2 1 1 1
   2343  43   4  -2 1 1 1
   2344  44   4  -2 1 1 1
   2345  45   4  -2 1 1 1
   2346  46   4  -2 1 1 1
   2347  47   4  -2 1 1 1
   2348  48   4  -2 1 1 1
   2349  49   4  -2 1 1 1
   2350  50   4  -2 1 1 1
   2351   1   5  -2 1 1 1
   2352   2   5  -2 1 1 1
   2353   3   5  -2 1 1 1
   2354   4   5  -2 1 1 1
   2355   5   5  -2 1 1 1
   2356   6   5  -2 1 1 1
   2357   7   5  -2 1 1 1
   2358   8   5  -2 1 1 1
   2359   9   5  -2 1 1 1
   2360  10   5  -2 1 1 1
   2361  11   5  -2 1 1 1
   2362  12   5  -2 1 1 1
   2363  13   5  -2 1 1 1
   2364  14   5  -2 1 1 1
   2365  15   5  -2 1 1 1
   2366  16   5  -2 1 1 1
   2367  17   5  -2 1 1 1
   2368  18   5  -2 1 1 1
   2369  19   5  -2 1 1 1
   2370  20   5  -2 1 1 1
   2371  21   5  -2 1 1 1
   2372  22   5  -2 1 1 1
   2373  23   5  -2 1 1 1
   2374  24   5  -2 1 1 1
   2375  25   5  -2 1 1 1
   2376  26   5  -2 1 1 1
   2377  27   5  -2 1 1 1
   2378  28   5  -2 1 1 1
   2379  29   5  -2 1 1 1
   2380  30   5  -2 1 1 1
   2381  31   5  -2 1 1 1
   2382  32   5  -2 1 1 1
   2383  33   5  -2 1 1 1
   2384  34   5  -2 1 1 1
   2385  35   5  -2 1 1 1
   2386  36   5  -2 1 1 1
   2387  37   5  -2 1 1 1
   2388  38   5  -2 1 1 1
   2389  39   5  -2 1 1 1
   2390  40   5  -2 1 1 1
   2391  41   5  -2 1 1 1
   2392  42   5  -2 1 1 1
   2393  43   5  -2 1 1 1
   2394  44   5  -2 1 1 1
   2395  45   5  -2 1 1 1
   2396  46   5  -2 1 1 1
   2397  47   5  -2 1 1 1
   2398  48   5  -2 1 1 1
   2399  49   5  -2 1 1 1
   2400  50   5  -2 1 1 1
   2401   1   6  -2 1 1 1
   2402   2   6  -2 1 1 1
   2403   3   6  -2 1 1 1
   2404   4   6  -2 1 1 1
   2405   5   6  -2 1 1 1
   2406   6   6  -2 1 1 1
   2407   7   6  -2 1 1 1
   2408   8   6  -2 1 1 1
   2409   9   6  -2 1 1 1
   2410  10   6  -2 1 1 1
   2411  11   6  -2 1 1 1
   2412  12   6  -2 1 1 1
   2413  13   6  -2 1 1 1
   2414  14   6  -2 1 1 1
   2415  15   6  -2 1 1 1
   2416  16   6  -2 1 1 1
   2417  17   6  -2 1 1 1
   2418  18   6  -2 1 1 1
   2419  19   6  -2 1 1 1
   2420  20   6  -2 1 1 1
   2421  21   6  -2 1 1 1
   2422  22   6  -2 1 1 1
   2423  23   6  -2 1 1 1
   2424  24   6  -2 1 1 1
   2425  25   6  -2 1 1 1
   2426  26   6  -2 1 1 1
   2427  27   6  -2 1 1 1
   2428  28   6  -2 1 1 1
   2429  29   6  -2 1 1 1
   2430  30   6  -2 1 1 1
   2431  31   6  -2 1 1 1
   2432  32   6  -2 1 1 1
   2433  33   6  -2 1 1 1
   2434  34   6  -2 1 1 1
   2435  35   6  -2 1 1 1
   2436  36   6  -2 1 1 1
   2437  37   6  -2 1 1 1
   2438  38   6  -2 1 1 1
   2439  39   6  -2 1 1 1
   2440  40   6  -2 1 1 1
   2441  41   6  -2 1 1 1
   2442  42   6  -2 1 1 1
   2443  43   6  -2 1 1 1
   2444  44   6  -2 1 1 1
   2445  45   6  -2 1 1 1
   2446  46   6  -2 1 1 1
   2447  47   6  -2 1 1 1
   2448  48   6  -2 1 1 1
   2449  49   6  -2 1 1 1
   2450  50   6  -2 1 1 1
   2451   1   7  -2 1 1 1
   2452   2   7  -2 1 1 1
   2453   3   7  -2 1 1 1
   2454   4   7  -2 1 1 1
   2455   5   7  -2 1 1 1
   2456   6   7  -2 1 1 1
   2457   7   7  -2 1 1 1
   2458   8   7  -2 1 1 1
   2459   9   7  -2 1 1 1
   2460  10   7  -2 1 1 1
   2461  11   7  -2 1 1 1
   2462  12   7  -2 1 1 1
   2463  13   7  -2 1 1 1
   2464  14   7  -2 1 1 1
   2465  15   7  -2 1 1 1
   2466  16   7  -2 1 1 1
   2467  17   7  -2 1 1 1
   2468  18   7  -2 1 1 1
   2469  19   7  -2 1 1 1
   2470  20   7  -2 1 1 1
   2471  21   7  -2 1 1 1
   2472  22   7  -2 1 1 1
   2473  23   7  -2 1 1 1
   2474  24   7  -2 1 1 1
   2475  25   7  -2 1 1 1
   2476  26   7  -2 1 1 1
   2477  27   7  -2 1 1 1
   2478  28   7  -2 1 1 1
   2479  29   7  -2 1 1 1
   2480  30   7  -2 1 1 1
   2481  31   7  -2 1 1 1
   2482  32   7  -2 1 1 1
   2483  33   7  -2 1 1 1
   2484  34   7  -2 1 1 1
   2485  35   7  -2 1 1 1
   2486  36   7  -2 1 1 1
   2487  37   7  -2 1 1 1
   2488  38   7  -2 1 1 1
   2489  39   7  -2 1 1 1
   2490  40   7  -2 1 1 1
   2491  41   7  -2 1 1 1
   2492  42   7  -2 1 1 1
   2493  43   7  -2 1 1 1
   2494  44   7  -2 1 1 1
   2495  45   7  -2 1 1 1
   2496  46   7  -2 1 1 1
   2497  47   7  -2 1 1 1
   2498  48   7  -2 1 1 1
   2499  49   7  -2 1 1 1
   2500  50   7  -2 1 1 1
   2501   1  -6  -1 1 1 1
   2502   2  -6  -1 1 1 1
   2503   3  -6  -1 1 1 1
   2504   4  -6  -1 1 1 1
   2505   5  -6  -1 1 1 1
   2506   6  -6  -1 1 1 1
   2507   7  -6  -1 1 1 1
   2508   8  -6  -1 1 1 1
   2509   9  -6  -1 1 1 1
   2510  10  -6  -1 1 1 1
   2511  11  -6  -1 1 1 1
   2512  12  -6  -1 1 1 1
   2513  13  -6  -1 1 1 1
   2514  14  -6  -1 1 1 1
   2515  15  -6  -1 1 1 1
   2516  16  -6  -1 1 1 1
   2517  17  -6  -1 1 1 1
   2518  18  -6  -1 1 1 1
   2519  19  -6  -1 1 1 1
   2520  20  -6  -1 1 1 1
   2521  21  -6  -1 1 1 1
   2522  22  -6  -1 1 1 1
   2523  23  -6  -1 1 1 1
   2524  24  -6  -1 1 1 1
   2525  25  -6  -1 1 1 1
   2526  26  -6  -1 1 1 1
   2527  27  -6  -1 1 1 1
   2528  28  -6  -1 1 1 1
   2529  29  -6  -1 1 1 1
   2530  30  -6  -1 1 1 1
   2531  31  -6  -1 1 1 1
   2532  32  -6  -1 1 1 1
   2533  33  -6  -1 1 1 1
   2534  34  -6  -1 1 1 1
   2535  35  -6  -1 1 1 1
   2536  36  -6  -1 1 1 1
   2537  37  -6  -1 1 1 1
   2538  38  -6  -1 1 1 1
   2539  39  -6  -1 1 1 1
   2540  40  -6  -1 1 1 1
   2541  41  -6  -1 1 1 1
   2542  42  -6  -1 1 1 1
