>TARGSPHER  spherical target with explicit spacing
26745 = NAT
1.000000  0.000000  0.000000 = A_1 vector
0.000000  1.000000  0.000000 = A_2 vector
1.000000  1.000000  1.000000 = (d_x,d_y,d_z)/d
-40.5 -40.5 -40.5 = lattice offset x0(1-3) = (x_TF,y_TF,z_TF)/d for dipole 1,1,1
    JA   IX   IY   IZ ICOMP(x,y,z)
     1  23  37  40 2 2 2
     2  23  37  41 2 2 2
     3  23  37  42 2 2 2
     4  23  38  38 2 2 2
     5  23  38  39 2 2 2
     6  23  38  40 2 2 2
     7  23  38  41 2 2 2
     8  23  38  42 2 2 2
     9  23  38  43 2 2 2
    10  23  38  44 2 2 2
    11  23  39  38 2 2 2
    12  23  39  39 2 2 2
    13  23  39  40 2 2 2
    14  23  39  41 2 2 2
    15  23  39  42 2 2 2
    16  23  39  43 2 2 2
    17  23  39  44 2 2 2
    18  23  40  37 2 2 2
    19  23  40  38 2 2 2
    20  23  40  39 2 2 2
    21  23  40  40 2 2 2
    22  23  40  41 2 2 2
    23  23  40  42 2 2 2
    24  23  40  43 2 2 2
    25  23  40  44 2 2 2
    26  23  40  45 2 2 2
    27  23  41  37 2 2 2
    28  23  41  38 2 2 2
    29  23  41  39 2 2 2
    30  23  41  40 2 2 2
    31  23  41  41 2 2 2
    32  23  41  42 2 2 2
    33  23  41  43 2 2 2
    34  23  41  44 2 2 2
    35  23  41  45 2 2 2
    36  23  42  37 2 2 2
    37  23  42  38 2 2 2
    38  23  42  39 2 2 2
    39  23  42  40 2 2 2
    40  23  42  41 2 2 2
    41  23  42  42 2 2 2
    42  23  42  43 2 2 2
    43  23  42  44 2 2 2
    44  23  42  45 2 2 2
    45  23  43  38 2 2 2
    46  23  43  39 2 2 2
    47  23  43  40 2 2 2
    48  23  43  41 2 2 2
    49  23  43  42 2 2 2
    50  23  43  43 2 2 2
    51  23  43  44 2 2 2
    52  23  44  38 2 2 2
    53  23  44  39 2 2 2
    54  23  44  40 2 2 2
    55  23  44  41 2 2 2
    56  23  44  42 2 2 2
    57  23  44  43 2 2 2
    58  23  44  44 2 2 2
    59  23  45  40 2 2 2
    60  23  45  41 2 2 2
    61  23  45  42 2 2 2
    62  24  34  39 2 2 2
    63  24  34  40 2 2 2
    64  24  34  41 2 2 2
    65  24  34  42 2 2 2
    66  24  34  43 2 2 2
    67  24  35  37 2 2 2
    68  24  35  38 2 2 2
    69  24  35  39 2 2 2
    70  24  35  40 2 2 2
    71  24  35  41 2 2 2
    72  24  35  42 2 2 2
    73  24  35  43 2 2 2
    74  24  35  44 2 2 2
    75  24  35  45 2 2 2
    76  24  36  36 2 2 2
    77  24  36  37 2 2 2
    78  24  36  38 2 2 2
    79  24  36  39 2 2 2
    80  24  36  40 2 2 2
    81  24  36  41 2 2 2
    82  24  36  42 2 2 2
    83  24  36  43 2 2 2
    84  24  36  44 2 2 2
    85  24  36  45 2 2 2
    86  24  36  46 2 2 2
    87  24  37  35 2 2 2
    88  24  37  36 2 2 2
    89  24  37  37 2 2 2
    90  24  37  38 2 2 2
    91  24  37  39 2 2 2
    92  24  37  40 1 1 1
    93  24  37  41 1 1 1
    94  24  37  42 1 1 1
    95  24  37  43 2 2 2
    96  24  37  44 2 2 2
    97  24  37  45 2 2 2
    98  24  37  46 2 2 2
    99  24  37  47 2 2 2
   100  24  38  35 2 2 2
   101  24  38  36 2 2 2
   102  24  38  37 2 2 2
   103  24  38  38 2 2 2
   104  24  38  39 1 1 1
   105  24  38  40 1 1 1
   106  24  38  41 1 1 1
   107  24  38  42 1 1 1
   108  24  38  43 1 1 1
   109  24  38  44 2 2 2
   110  24  38  45 2 2 2
   111  24  38  46 2 2 2
   112  24  38  47 2 2 2
   113  24  39  34 2 2 2
   114  24  39  35 2 2 2
   115  24  39  36 2 2 2
   116  24  39  37 2 2 2
   117  24  39  38 1 1 1
   118  24  39  39 1 1 1
   119  24  39  40 1 1 1
   120  24  39  41 1 1 1
   121  24  39  42 1 1 1
   122  24  39  43 1 1 1
   123  24  39  44 1 1 1
   124  24  39  45 2 2 2
   125  24  39  46 2 2 2
   126  24  39  47 2 2 2
   127  24  39  48 2 2 2
   128  24  40  34 2 2 2
   129  24  40  35 2 2 2
   130  24  40  36 2 2 2
