>TARGSPHER  spherical target with explicit spacing
1791 = NAT
1.000000  0.000000  0.000000 = A_1 vector
0.000000  1.000000  0.000000 = A_2 vector
1.000000  1.000000  1.000000 = (d_x,d_y,d_z)/d
-40.5 -40.5 -40.5 = lattice offset x0(1-3) = (x_TF,y_TF,z_TF)/d for dipole 1,1,1
    JA   IX   IY   IZ ICOMP(x,y,z)
     1  34  39  40 1 1 1
     2  34  39  41 1 1 1
     3  34  39  42 1 1 1
     4  34  40  39 1 1 1
     5  34  40  40 1 1 1
     6  34  40  41 1 1 1
     7  34  40  42 1 1 1
     8  34  40  43 1 1 1
     9  34  41  39 1 1 1
    10  34  41  40 1 1 1
    11  34  41  41 1 1 1
    12  34  41  42 1 1 1
    13  34  41  43 1 1 1
    14  34  42  39 1 1 1
    15  34  42  40 1 1 1
    16  34  42  41 1 1 1
    17  34  42  42 1 1 1
    18  34  42  43 1 1 1
    19  34  43  40 1 1 1
    20  34  43  41 1 1 1
    21  34  43  42 1 1 1
    22  35  37  39 1 1 1
    23  35  37  40 1 1 1
    24  35  37  41 1 1 1
    25  35  37  42 1 1 1
    26  35  37  43 1 1 1
    27  35  38  38 1 1 1
    28  35  38  39 1 1 1
    29  35  38  40 1 1 1
    30  35  38  41 1 1 1
    31  35  38  42 1 1 1
    32  35  38  43 1 1 1
    33  35  38  44 1 1 1
    34  35  39  37 1 1 1
    35  35  39  38 1 1 1
    36  35  39  39 1 1 1
    37  35  39  40 1 1 1
    38  35  39  41 1 1 1
    39  35  39  42 1 1 1
    40  35  39  43 1 1 1
    41  35  39  44 1 1 1
    42  35  39  45 1 1 1
    43  35  40  37 1 1 1
    44  35  40  38 1 1 1
    45  35  40  39 1 1 1
    46  35  40  40 1 1 1
    47  35  40  41 1 1 1
    48  35  40  42 1 1 1
    49  35  40  43 1 1 1
    50  35  40  44 1 1 1
    51  35  40  45 1 1 1
    52  35  41  37 1 1 1
    53  35  41  38 1 1 1
    54  35  41  39 1 1 1
    55  35  41  40 1 1 1
    56  35  41  41 1 1 1
    57  35  41  42 1 1 1
    58  35  41  43 1 1 1
    59  35  41  44 1 1 1
    60  35  41  45 1 1 1
    61  35  42  37 1 1 1
    62  35  42  38 1 1 1
    63  35  42  39 1 1 1
    64  35  42  40 1 1 1
    65  35  42  41 1 1 1
    66  35  42  42 1 1 1
    67  35  42  43 1 1 1
    68  35  42  44 1 1 1
    69  35  42  45 1 1 1
    70  35  43  37 1 1 1
    71  35  43  38 1 1 1
    72  35  43  39 1 1 1
    73  35  43  40 1 1 1
    74  35  43  41 1 1 1
    75  35  43  42 1 1 1
    76  35  43  43 1 1 1
    77  35  43  44 1 1 1
    78  35  43  45 1 1 1
    79  35  44  38 1 1 1
    80  35  44  39 1 1 1
    81  35  44  40 1 1 1
    82  35  44  41 1 1 1
    83  35  44  42 1 1 1
    84  35  44  43 1 1 1
    85  35  44  44 1 1 1
    86  35  45  39 1 1 1
    87  35  45  40 1 1 1
    88  35  45  41 1 1 1
    89  35  45  42 1 1 1
    90  35  45  43 1 1 1
    91  36  36  39 1 1 1
    92  36  36  40 1 1 1
    93  36  36  41 1 1 1
    94  36  36  42 1 1 1
    95  36  36  43 1 1 1
    96  36  37  38 1 1 1
    97  36  37  39 1 1 1
    98  36  37  40 1 1 1
    99  36  37  41 1 1 1
   100  36  37  42 1 1 1
   101  36  37  43 1 1 1
   102  36  37  44 1 1 1
   103  36  38  37 1 1 1
   104  36  38  38 1 1 1
   105  36  38  39 1 1 1
   106  36  38  40 1 1 1
   107  36  38  41 1 1 1
   108  36  38  42 1 1 1
   109  36  38  43 1 1 1
   110  36  38  44 1 1 1
   111  36  38  45 1 1 1
   112  36  39  36 1 1 1
   113  36  39  37 1 1 1
   114  36  39  38 1 1 1
   115  36  39  39 1 1 1
   116  36  39  40 1 1 1
   117  36  39  41 1 1 1
   118  36  39  42 1 1 1
   119  36  39  43 1 1 1
   120  36  39  44 1 1 1
   121  36  39  45 1 1 1
   122  36  39  46 1 1 1
   123  36  40  36 1 1 1
   124  36  40  37 1 1 1
   125  36  40  38 1 1 1
   126  36  40  39 1 1 1
   127  36  40  40 1 1 1
   128  36  40  41 1 1 1
   129  36  40  42 1 1 1
   130  36  40  43 1 1 1
   131  36  40  44 1 1 1
   132  36  40  45 1 1 1
   133  36  40  46 1 1 1
   134  36  41  36 1 1 1
   135  36  41  37 1 1 1
   136  36  41  38 1 1 1
   137  36  41  39 1 1 1
   138  36  41  40 1 1 1
   139  36  41  41 1 1 1
   140  36  41  42 1 1 1
   141  36  41  43 1 1 1
   142  36  41  44 1 1 1
   143  36  41  45 1 1 1
   144  36  41  46 1 1 1
   145  36  42  36 1 1 1
   146  36  42  37 1 1 1
   147  36  42  38 1 1 1
   148  36  42  39 1 1 1
   149  36  42  40 1 1 1
   150  36  42  41 1 1 1
   151  36  42  42 1 1 1
   152  36  42  43 1 1 1
   153  36  42  44 1 1 1
   154  36  42  45 1 1 1
   155  36  42  46 1 1 1
   156  36  43  36 1 1 1
   157  36  43  37 1 1 1
   158  36  43  38 1 1 1
   159  36  43  39 1 1 1
   160  36  43  40 1 1 1
   161  36  43  41 1 1 1
   162  36  43  42 1 1 1
   163  36  43  43 1 1 1
   164  36  43  44 1 1 1
   165  36  43  45 1 1 1
   166  36  43  46 1 1 1
   167  36  44  37 1 1 1
   168  36  44  38 1 1 1
   169  36  44  39 1 1 1
   170  36  44  40 1 1 1
   171  36  44  41 1 1 1
   172  36  44  42 1 1 1
   173  36  44  43 1 1 1
   174  36  44  44 1 1 1
   175  36  44  45 1 1 1
   176  36  45  38 1 1 1
   177  36  45  39 1 1 1
   178  36  45  40 1 1 1
   179  36  45  41 1 1 1
   180  36  45  42 1 1 1
   181  36  45  43 1 1 1
   182  36  45  44 1 1 1
   183  36  46  39 1 1 1
   184  36  46  40 1 1 1
   185  36  46  41 1 1 1
   186  36  46  42 1 1 1
   187  36  46  43 1 1 1
   188  37  35  39 1 1 1
   189  37  35  40 1 1 1
   190  37  35  41 1 1 1
   191  37  35  42 1 1 1
   192  37  35  43 1 1 1
   193  37  36  38 1 1 1
   194  37  36  39 1 1 1
   195  37  36  40 1 1 1
   196  37  36  41 1 1 1
   197  37  36  42 1 1 1
   198  37  36  43 1 1 1
   199  37  36  44 1 1 1
   200  37  37  37 1 1 1
   201  37  37  38 1 1 1
   202  37  37  39 1 1 1
   203  37  37  40 1 1 1
   204  37  37  41 1 1 1
   205  37  37  42 1 1 1
   206  37  37  43 1 1 1
   207  37  37  44 1 1 1
   208  37  37  45 1 1 1
   209  37  38  36 1 1 1
   210  37  38  37 1 1 1
   211  37  38  38 1 1 1
   212  37  38  39 1 1 1
   213  37  38  40 1 1 1
   214  37  38  41 1 1 1
   215  37  38  42 1 1 1
   216  37  38  43 1 1 1
   217  37  38  44 1 1 1
   218  37  38  45 1 1 1
   219  37  38  46 1 1 1
   220  37  39  35 1 1 1
   221  37  39  36 1 1 1
   222  37  39  37 1 1 1
   223  37  39  38 1 1 1
   224  37  39  39 1 1 1
   225  37  39  40 1 1 1
   226  37  39  41 1 1 1
   227  37  39  42 1 1 1
   228  37  39  43 1 1 1
   229  37  39  44 1 1 1
   230  37  39  45 1 1 1
   231  37  39  46 1 1 1
   232  37  39  47 1 1 1
   233  37  40  35 1 1 1
   234  37  40  36 1 1 1
   235  37  40  37 1 1 1
   236  37  40  38 1 1 1
   237  37  40  39 1 1 1
   238  37  40  40 1 1 1
   239  37  40  41 1 1 1
   240  37  40  42 1 1 1
   241  37  40  43 1 1 1
   242  37  40  44 1 1 1
   243  37  40  45 1 1 1
   244  37  40  46 1 1 1
   245  37  40  47 1 1 1
   246  37  41  35 1 1 1
   247  37  41  36 1 1 1
   248  37  41  37 1 1 1
   249  37  41  38 1 1 1
   250  37  41  39 1 1 1
   251  37  41  40 1 1 1
   252  37  41  41 1 1 1
   253  37  41  42 1 1 1
   254  37  41  43 1 1 1
   255  37  41  44 1 1 1
   256  37  41  45 1 1 1
   257  37  41  46 1 1 1
   258  37  41  47 1 1 1
   259  37  42  35 1 1 1
   260  37  42  36 1 1 1
   261  37  42  37 1 1 1
   262  37  42  38 1 1 1
   263  37  42  39 1 1 1
   264  37  42  40 1 1 1
   265  37  42  41 1 1 1
   266  37  42  42 1 1 1
   267  37  42  43 1 1 1
   268  37  42  44 1 1 1
   269  37  42  45 1 1 1
   270  37  42  46 1 1 1
   271  37  42  47 1 1 1
   272  37  43  35 1 1 1
   273  37  43  36 1 1 1
   274  37  43  37 1 1 1
   275  37  43  38 1 1 1
   276  37  43  39 1 1 1
   277  37  43  40 1 1 1
   278  37  43  41 1 1 1
   279  37  43  42 1 1 1
   280  37  43  43 1 1 1
   281  37  43  44 1 1 1
   282  37  43  45 1 1 1
   283  37  43  46 1 1 1
   284  37  43  47 1 1 1
   285  37  44  36 1 1 1
   286  37  44  37 1 1 1
   287  37  44  38 1 1 1
   288  37  44  39 1 1 1
   289  37  44  40 1 1 1
   290  37  44  41 1 1 1
   291  37  44  42 1 1 1
   292  37  44  43 1 1 1
   293  37  44  44 1 1 1
   294  37  44  45 1 1 1
   295  37  44  46 1 1 1
   296  37  45  37 1 1 1
   297  37  45  38 1 1 1
   298  37  45  39 1 1 1
   299  37  45  40 1 1 1
   300  37  45  41 1 1 1
   301  37  45  42 1 1 1
   302  37  45  43 1 1 1
   303  37  45  44 1 1 1
   304  37  45  45 1 1 1
   305  37  46  38 1 1 1
   306  37  46  39 1 1 1
   307  37  46  40 1 1 1
   308  37  46  41 1 1 1
   309  37  46  42 1 1 1
   310  37  46  43 1 1 1
   311  37  46  44 1 1 1
   312  37  47  39 1 1 1
   313  37  47  40 1 1 1
   314  37  47  41 1 1 1
   315  37  47  42 1 1 1
   316  37  47  43 1 1 1
   317  38  35  38 1 1 1
   318  38  35  39 1 1 1
   319  38  35  40 1 1 1
   320  38  35  41 1 1 1
   321  38  35  42 1 1 1
   322  38  35  43 1 1 1
   323  38  35  44 1 1 1
   324  38  36  37 1 1 1
   325  38  36  38 1 1 1
   326  38  36  39 1 1 1
   327  38  36  40 1 1 1
   328  38  36  41 1 1 1
   329  38  36  42 1 1 1
   330  38  36  43 1 1 1
   331  38  36  44 1 1 1
   332  38  36  45 1 1 1
   333  38  37  36 1 1 1
   334  38  37  37 1 1 1
   335  38  37  38 1 1 1
   336  38  37  39 1 1 1
   337  38  37  40 1 1 1
   338  38  37  41 1 1 1
   339  38  37  42 1 1 1
   340  38  37  43 1 1 1
   341  38  37  44 1 1 1
   342  38  37  45 1 1 1
   343  38  37  46 1 1 1
   344  38  38  35 1 1 1
   345  38  38  36 1 1 1
   346  38  38  37 1 1 1
   347  38  38  38 1 1 1
   348  38  38  39 1 1 1
   349  38  38  40 1 1 1
   350  38  38  41 1 1 1
   351  38  38  42 1 1 1
   352  38  38  43 1 1 1
   353  38  38  44 1 1 1
   354  38  38  45 1 1 1
   355  38  38  46 1 1 1
   356  38  38  47 1 1 1
   357  38  39  35 1 1 1
   358  38  39  36 1 1 1
   359  38  39  37 1 1 1
   360  38  39  38 1 1 1
   361  38  39  39 1 1 1
