 >REASHP: option FROM_FILE
     31103 = NAT
  1.000000  0.000000  0.000000 = A_1 vector
  0.000000  1.000000  0.000000 = A_2 vector
  1.000000  1.000000  1.000000 = lattice spacings (d_x,d_y,d_z)/d
 -40.50000 -40.50000 -40.50000 = lattice offset x0(1-3) = (x_TF,y_TF,z_TF)/d for dipole 0 0 0
     JA  IX  IY  IZ ICOMP(x,y,z)
      1   22   37   40 2 2 2
      2   22   37   41 2 2 2
      3   22   37   42 2 2 2
      4   22   38   38 2 2 2
      5   22   38   39 2 2 2
      6   22   38   40 2 2 2
      7   22   38   41 2 2 2
      8   22   38   42 2 2 2
      9   22   38   43 2 2 2
     10   22   38   44 2 2 2
     11   22   39   38 2 2 2
     12   22   39   39 2 2 2
     13   22   39   40 2 2 2
     14   22   39   41 2 2 2
     15   22   39   42 2 2 2
     16   22   39   43 2 2 2
     17   22   39   44 2 2 2
     18   22   40   37 2 2 2
     19   22   40   38 2 2 2
     20   22   40   39 2 2 2
     21   22   40   40 2 2 2
     22   22   40   41 2 2 2
     23   22   40   42 2 2 2
     24   22   40   43 2 2 2
     25   22   40   44 2 2 2
     26   22   40   45 2 2 2
     27   22   41   37 2 2 2
     28   22   41   38 2 2 2
     29   22   41   39 2 2 2
     30   22   41   40 2 2 2
     31   22   41   41 2 2 2
     32   22   41   42 2 2 2
     33   22   41   43 2 2 2
     34   22   41   44 2 2 2
     35   22   41   45 2 2 2
     36   22   42   37 2 2 2
     37   22   42   38 2 2 2
     38   22   42   39 2 2 2
     39   22   42   40 2 2 2
     40   22   42   41 2 2 2
     41   22   42   42 2 2 2
     42   22   42   43 2 2 2
     43   22   42   44 2 2 2
     44   22   42   45 2 2 2
     45   22   43   38 2 2 2
     46   22   43   39 2 2 2
     47   22   43   40 2 2 2
     48   22   43   41 2 2 2
     49   22   43   42 2 2 2
     50   22   43   43 2 2 2
     51   22   43   44 2 2 2
     52   22   44   38 2 2 2
     53   22   44   39 2 2 2
     54   22   44   40 2 2 2
     55   22   44   41 2 2 2
     56   22   44   42 2 2 2
     57   22   44   43 2 2 2
     58   22   44   44 2 2 2
     59   22   45   40 2 2 2
     60   22   45   41 2 2 2
     61   22   45   42 2 2 2
     62   23   34   39 2 2 2
     63   23   34   40 2 2 2
     64   23   34   41 2 2 2
     65   23   34   42 2 2 2
     66   23   34   43 2 2 2
     67   23   35   37 2 2 2
     68   23   35   38 2 2 2
     69   23   35   39 2 2 2
     70   23   35   40 2 2 2
     71   23   35   41 2 2 2
     72   23   35   42 2 2 2
     73   23   35   43 2 2 2
     74   23   35   44 2 2 2
     75   23   35   45 2 2 2
     76   23   36   36 2 2 2
     77   23   36   37 2 2 2
     78   23   36   38 2 2 2
     79   23   36   39 2 2 2
     80   23   36   40 2 2 2
     81   23   36   41 2 2 2
     82   23   36   42 2 2 2
     83   23   36   43 2 2 2
     84   23   36   44 2 2 2
