wave(um),Re(n),Im(n),eps1,eps2
0.474,0.4354000369541988,2.28155580644037,-5.0159237057220505,1.9867789648744079
0.475,0.43175603454075495,2.293669929368534,-5.074508471527098,1.9806116664990618
0.476,0.4282068742121999,2.305750252224091,-5.133123098508877,1.9746762164377398
0.477,0.4247496586141461,2.3177962084848605,-5.19176699157396,1.968966296582213
0.478,0.42138158960841343,2.329807321568478,-5.250439711573172,1.963475825287691
0.479,0.4180999659738013,2.341783196856189,-5.3091409595306995,1.9581989498471841
0.48,0.4149021809224143,2.353723514344843,-5.367870562245663,1.953130038780089
0.481,0.4117857194792452,2.3656280218863937,-5.426628459167093,1.9482636740255053
0.482,0.4087481557656804,2.3774965289750276,-5.4854146904464605,1.9435946431156985
0.483,0.4057871502214035,2.3893289010432883,-5.54422938607592,1.9391179313919884
0.484,0.4029004467937175,2.4011250542301186,-5.603072756025012,1.9348287143138072
0.485,0.4000858701185259,2.412884950585505,-5.661945081293517,1.9307223499017958
0.486,0.397341322713075,2.4246085936782875,-5.720846705803228,1.9267943713472389
0.487,0.3946647821969441,2.4362960245756637,-5.779778029056622,1.9230404798128702
0.488,0.3920542985546754,2.4479473181649003,-5.83873949949553,1.9194565374438761
0.489,0.3895079914507693,2.4595625797897167,-5.897731608497834,1.9160385606027286
0.49,0.38702404760548587,2.4711419421757124,-5.956754884955018,1.9127827133370516
0.491,0.38460071823795156,2.4826855626210915,-6.015809890378057,1.9096853010861299
0.492,0.38223631658142637,2.494193620430659,-6.074897214483263,1.9067427646286137
0.493,0.3799292154741942,2.5056663145728133,-6.134017471214067,1.903951674271529
0.494,0.3776778450283846,2.5171038615407557,-6.1931712951581,1.9013087242786777
0.495,0.3754806903780401,2.5285064934007306,-6.252359338322888,1.8988107275349289
0.496,0.37333628950696046,2.5398744560114053,-6.311582267236407,1.8964546104416151
0.497,0.37124323115617625,2.551208007399867,-6.370840760341922,1.8942374080372715
0.498,0.3692001528103705,2.562507416280872,-6.430135505659271,1.8921562593372117
0.499,0.3672057387621263,2.5737729607071276,-6.489467198687295,1.8902084028848907
0.5,0.36525871825252515,2.585004926839386,-6.548836540524423,1.8883911725076317
0.501,0.36335786368636075,2.5962036078261073,-6.6082442361865805,1.8867019932690337
0.502,0.36150198892001395,2.60736930278329,-6.667690993103493,1.8851383776103012
0.503,0.3596899476198722,2.6185023158659013,-6.727177519776303,1.8836979216726424
0.504,0.35792063168907934,2.6296029554230365,-6.786704524580857,1.8823783017929676
0.505,0.3561929697603184,2.640671533229655,-6.846272714702781,1.8811772711652066
0.506,0.3545059257522879,2.65170836378831,-6.905882795191389,1.8800926566597198
0.507,0.35285849748752085,2.66271376369489,-6.965535468121057,1.8791223557934422
0.508,0.3512497153691809,2.6736880510628955,-7.0252314318495745,1.8782643338436436
0.509,0.349678641114516,2.6846315450012366,-7.084971380364031,1.8775166210983927
0.51,0.348144366542669,2.6955445651409726,-7.14475600270564,1.8768773102370784
0.511,0.3466460124145838,2.7064274312068237,-7.204585982465835,1.876344553834583
0.512,0.3451827273228137,2.7172804626296236,-7.264461997346645,1.8759165619829827
0.513,0.34375368662909217,2.7281039781962124,-7.324384718778909,1.8755916000248805
0.514,0.34235809144758367,2.7388982957335926,-7.384354811592745,1.8753679863927832
0.515,0.340995167671815,2.749663731824409,-7.444372933735007,1.8752440905491454
0.516,0.3396641650433438,2.760400601551089,-7.504439736029022,1.8752183310219888
0.517,0.33836435626029726,2.771109218266195,-7.564555861972436,1.875289173531233
0.518,0.33709503612399344,2.7817898933867613,-7.6247219475692924,1.8754551292011379
0.519,0.33585552072191194,2.7924429362105583,-7.684938621192857,1.875714752854442
0.52,0.33464514664537615,2.803068653752418,-7.745206503476088,1.8760666413840703
0.521,0.33346327024035216,2.813667350598899,-7.805526207226838,1.8765094321984317
0.522,0.33230926688985624,2.8242393287797314,-7.865898337365314,1.8770418017365864
0.523,0.33118253032652945,2.8347848876546022,-7.926323490881433,1.877662464049715
0.524,0.3300824719739862,2.845304323813941,-7.986802256809849,1.8783701694455563
0.525,0.3290085203156316,2.8557979309925425,-8.047335216221004,1.8791637031926012
0.526,0.32796012028967564,2.866265999994879,-8.107922942226224,1.8800418842810585
0.527,0.32693673270915113,2.876708818631106,-8.168565999995439,1.8810035642377172
0.528,0.32593783370579804,2.887126671662839,-8.229264946786113,1.8820476259920342
0.529,0.3249629141967043,2.897519840757827,-8.29002033198205,1.8831729827908696
0.53,0.32401147937269126,2.9078886044527708,-8.350832697141001,1.8843785771594648
0.531,0.32308304820743156,2.918233238123533,-8.411702576049956,1.8856633799063884
0.532,0.32217715298637184,2.9285540139621244,-8.472630494787266,1.8870263891702614
