>TARGSPHER  spherical target with explicit spacing
4169 = NAT
1.000000  0.000000  0.000000 = A_1 vector
0.000000  1.000000  0.000000 = A_2 vector
1.000000  1.000000  1.000000 = (d_x,d_y,d_z)/d
-40.5 -40.5 -40.5 = lattice offset x0(1-3) = (x_TF,y_TF,z_TF)/d for dipole 1,1,1
    JA   IX   IY   IZ ICOMP(x,y,z)
     1  31  41  41 1 1 1
     2  32  37  40 1 1 1
     3  32  37  41 1 1 1
     4  32  37  42 1 1 1
     5  32  38  38 1 1 1
     6  32  38  39 1 1 1
     7  32  38  40 1 1 1
     8  32  38  41 1 1 1
     9  32  38  42 1 1 1
    10  32  38  43 1 1 1
    11  32  38  44 1 1 1
    12  32  39  38 1 1 1
    13  32  39  39 1 1 1
    14  32  39  40 1 1 1
    15  32  39  41 1 1 1
    16  32  39  42 1 1 1
    17  32  39  43 1 1 1
    18  32  39  44 1 1 1
    19  32  40  37 1 1 1
    20  32  40  38 1 1 1
    21  32  40  39 1 1 1
    22  32  40  40 1 1 1
    23  32  40  41 1 1 1
    24  32  40  42 1 1 1
    25  32  40  43 1 1 1
    26  32  40  44 1 1 1
    27  32  40  45 1 1 1
    28  32  41  37 1 1 1
    29  32  41  38 1 1 1
    30  32  41  39 1 1 1
    31  32  41  40 1 1 1
    32  32  41  41 1 1 1
    33  32  41  42 1 1 1
    34  32  41  43 1 1 1
    35  32  41  44 1 1 1
    36  32  41  45 1 1 1
    37  32  42  37 1 1 1
    38  32  42  38 1 1 1
    39  32  42  39 1 1 1
    40  32  42  40 1 1 1
    41  32  42  41 1 1 1
    42  32  42  42 1 1 1
    43  32  42  43 1 1 1
    44  32  42  44 1 1 1
    45  32  42  45 1 1 1
    46  32  43  38 1 1 1
    47  32  43  39 1 1 1
    48  32  43  40 1 1 1
    49  32  43  41 1 1 1
    50  32  43  42 1 1 1
    51  32  43  43 1 1 1
    52  32  43  44 1 1 1
    53  32  44  38 1 1 1
    54  32  44  39 1 1 1
    55  32  44  40 1 1 1
    56  32  44  41 1 1 1
    57  32  44  42 1 1 1
    58  32  44  43 1 1 1
    59  32  44  44 1 1 1
    60  32  45  40 1 1 1
    61  32  45  41 1 1 1
    62  32  45  42 1 1 1
    63  33  35  41 1 1 1
    64  33  36  38 1 1 1
    65  33  36  39 1 1 1
    66  33  36  40 1 1 1
    67  33  36  41 1 1 1
    68  33  36  42 1 1 1
    69  33  36  43 1 1 1
    70  33  36  44 1 1 1
    71  33  37  37 1 1 1
    72  33  37  38 1 1 1
    73  33  37  39 1 1 1
    74  33  37  40 1 1 1
    75  33  37  41 1 1 1
    76  33  37  42 1 1 1
    77  33  37  43 1 1 1
    78  33  37  44 1 1 1
    79  33  37  45 1 1 1
    80  33  38  36 1 1 1
    81  33  38  37 1 1 1
    82  33  38  38 1 1 1
    83  33  38  39 1 1 1
    84  33  38  40 1 1 1
    85  33  38  41 1 1 1
    86  33  38  42 1 1 1
    87  33  38  43 1 1 1
    88  33  38  44 1 1 1
    89  33  38  45 1 1 1
    90  33  38  46 1 1 1
    91  33  39  36 1 1 1
    92  33  39  37 1 1 1
    93  33  39  38 1 1 1
    94  33  39  39 1 1 1
    95  33  39  40 1 1 1
    96  33  39  41 1 1 1
    97  33  39  42 1 1 1
    98  33  39  43 1 1 1
    99  33  39  44 1 1 1
   100  33  39  45 1 1 1
   101  33  39  46 1 1 1
   102  33  40  36 1 1 1
   103  33  40  37 1 1 1
   104  33  40  38 1 1 1
   105  33  40  39 1 1 1
   106  33  40  40 1 1 1
   107  33  40  41 1 1 1
   108  33  40  42 1 1 1
   109  33  40  43 1 1 1
   110  33  40  44 1 1 1
   111  33  40  45 1 1 1
   112  33  40  46 1 1 1
   113  33  41  35 1 1 1
   114  33  41  36 1 1 1
   115  33  41  37 1 1 1
   116  33  41  38 1 1 1
   117  33  41  39 1 1 1
   118  33  41  40 1 1 1
   119  33  41  41 1 1 1
   120  33  41  42 1 1 1
   121  33  41  43 1 1 1
   122  33  41  44 1 1 1
   123  33  41  45 1 1 1
   124  33  41  46 1 1 1
   125  33  41  47 1 1 1
   126  33  42  36 1 1 1
   127  33  42  37 1 1 1
   128  33  42  38 1 1 1
   129  33  42  39 1 1 1
   130  33  42  40 1 1 1
   131  33  42  41 1 1 1
   132  33  42  42 1 1 1
   133  33  42  43 1 1 1
   134  33  42  44 1 1 1
   135  33  42  45 1 1 1
   136  33  42  46 1 1 1
   137  33  43  36 1 1 1
   138  33  43  37 1 1 1
   139  33  43  38 1 1 1
   140  33  43  39 1 1 1
   141  33  43  40 1 1 1
   142  33  43  41 1 1 1
   143  33  43  42 1 1 1
   144  33  43  43 1 1 1
   145  33  43  44 1 1 1
   146  33  43  45 1 1 1
   147  33  43  46 1 1 1
   148  33  44  36 1 1 1
   149  33  44  37 1 1 1
   150  33  44  38 1 1 1
   151  33  44  39 1 1 1
   152  33  44  40 1 1 1
   153  33  44  41 1 1 1
   154  33  44  42 1 1 1
   155  33  44  43 1 1 1
   156  33  44  44 1 1 1
   157  33  44  45 1 1 1
   158  33  44  46 1 1 1
   159  33  45  37 1 1 1
   160  33  45  38 1 1 1
   161  33  45  39 1 1 1
   162  33  45  40 1 1 1
   163  33  45  41 1 1 1
   164  33  45  42 1 1 1
   165  33  45  43 1 1 1
   166  33  45  44 1 1 1
   167  33  45  45 1 1 1
   168  33  46  38 1 1 1
   169  33  46  39 1 1 1
   170  33  46  40 1 1 1
   171  33  46  41 1 1 1
   172  33  46  42 1 1 1
   173  33  46  43 1 1 1
   174  33  46  44 1 1 1
   175  33  47  41 1 1 1
   176  34  34  40 1 1 1
   177  34  34  41 1 1 1
   178  34  34  42 1 1 1
   179  34  35  38 1 1 1
   180  34  35  39 1 1 1
   181  34  35  40 1 1 1
   182  34  35  41 1 1 1
   183  34  35  42 1 1 1
   184  34  35  43 1 1 1
   185  34  35  44 1 1 1
   186  34  36  36 1 1 1
   187  34  36  37 1 1 1
   188  34  36  38 1 1 1
   189  34  36  39 1 1 1
   190  34  36  40 1 1 1
   191  34  36  41 1 1 1
   192  34  36  42 1 1 1
   193  34  36  43 1 1 1
   194  34  36  44 1 1 1
   195  34  36  45 1 1 1
   196  34  36  46 1 1 1
   197  34  37  36 1 1 1
   198  34  37  37 1 1 1
   199  34  37  38 1 1 1
   200  34  37  39 1 1 1
   201  34  37  40 1 1 1
   202  34  37  41 1 1 1
   203  34  37  42 1 1 1
   204  34  37  43 1 1 1
   205  34  37  44 1 1 1
   206  34  37  45 1 1 1
   207  34  37  46 1 1 1
   208  34  38  35 1 1 1
   209  34  38  36 1 1 1
   210  34  38  37 1 1 1
   211  34  38  38 1 1 1
   212  34  38  39 1 1 1
   213  34  38  40 1 1 1
   214  34  38  41 1 1 1
   215  34  38  42 1 1 1
   216  34  38  43 1 1 1
   217  34  38  44 1 1 1
   218  34  38  45 1 1 1
   219  34  38  46 1 1 1
   220  34  38  47 1 1 1
   221  34  39  35 1 1 1
   222  34  39  36 1 1 1
   223  34  39  37 1 1 1
   224  34  39  38 1 1 1
   225  34  39  39 1 1 1
   226  34  39  40 1 1 1
   227  34  39  41 1 1 1
   228  34  39  42 1 1 1
   229  34  39  43 1 1 1
   230  34  39  44 1 1 1
   231  34  39  45 1 1 1
   232  34  39  46 1 1 1
   233  34  39  47 1 1 1
   234  34  40  34 1 1 1
   235  34  40  35 1 1 1
   236  34  40  36 1 1 1
   237  34  40  37 1 1 1
   238  34  40  38 1 1 1
   239  34  40  39 1 1 1
   240  34  40  40 1 1 1
   241  34  40  41 1 1 1
   242  34  40  42 1 1 1
   243  34  40  43 1 1 1
   244  34  40  44 1 1 1
   245  34  40  45 1 1 1
   246  34  40  46 1 1 1
   247  34  40  47 1 1 1
   248  34  40  48 1 1 1
   249  34  41  34 1 1 1
   250  34  41  35 1 1 1
   251  34  41  36 1 1 1
   252  34  41  37 1 1 1
   253  34  41  38 1 1 1
   254  34  41  39 1 1 1
   255  34  41  40 1 1 1
   256  34  41  41 1 1 1
   257  34  41  42 1 1 1
   258  34  41  43 1 1 1
   259  34  41  44 1 1 1
   260  34  41  45 1 1 1
   261  34  41  46 1 1 1
   262  34  41  47 1 1 1
   263  34  41  48 1 1 1
   264  34  42  34 1 1 1
   265  34  42  35 1 1 1
   266  34  42  36 1 1 1
   267  34  42  37 1 1 1
   268  34  42  38 1 1 1
   269  34  42  39 1 1 1
   270  34  42  40 1 1 1
   271  34  42  41 1 1 1
   272  34  42  42 1 1 1
   273  34  42  43 1 1 1
   274  34  42  44 1 1 1
   275  34  42  45 1 1 1
   276  34  42  46 1 1 1
   277  34  42  47 1 1 1
   278  34  42  48 1 1 1
   279  34  43  35 1 1 1
   280  34  43  36 1 1 1
   281  34  43  37 1 1 1
   282  34  43  38 1 1 1
   283  34  43  39 1 1 1
   284  34  43  40 1 1 1
   285  34  43  41 1 1 1
   286  34  43  42 1 1 1
   287  34  43  43 1 1 1
